Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Detached	CA	Owner	1970s	0.0438608	0.00862467	0.0217356	0.126812	0.222676	0.139315	0.0446653	0.392311	0	0.0893311	922.969	0.000307431
0-100%	Single-Family Detached	CA	Owner	1980s	0.0554357	0.00896456	0.0234109	0.153104	0.273682	0.118387	0.0136909	0.353325	0	0.0733189	826.303	0.000241012
0-100%	Single-Family Detached	CA	Owner	1990s	0.0845795	0.0154036	0.0385886	0.140887	0.241872	0.155802	0	0.322868	0	0.0674197	759.063	0.00020987
0-100%	Single-Family Detached	CA	Owner	2000s	0.0337791	0.0062938	0.0181798	0.169166	0.192221	0.100989	0.0507354	0.428636	0	0.0792181	797.902	0.000197384
0-100%	Single-Family Detached	CA	Owner	2010s	0.0382833	0.00463229	0.0153546	0.144695	0.227292	0.101866	0	0.467877	0	0.0261251	248.739	4.01492e-05
0-100%	Single-Family Detached	CA	Owner	<1940	0.0377726	0.00555425	0.0165631	0.095359	0.172376	0.0879199	0.0194162	0.565039	0	0.0783754	754.538	0.000230241
0-100%	Single-Family Detached	CA	Renter	1940s	0	0	0.00184584	0.0569311	0.0396145	0.0580312	0.00018809	0.843389	0	0.0416889	159.91	0.000176047
0-100%	Single-Family Detached	CA	Renter	1950s	0	0	0.00241293	0.05748	0.0477366	0.0915376	0.00017411	0.800659	0	0.0555853	652.154	0.000359871
0-100%	Single-Family Detached	CA	Renter	1960s	0	0	0.000665949	0.0918588	0.0726871	0.0823673	0.000202991	0.752218	0	0.0385511	455.664	0.000228073
0-100%	Single-Family Detached	CA	Renter	1970s	0	0	0.00300061	0.0937849	0.063392	0.113908	0.000535989	0.725378	0	0.0475164	505.491	0.000241801
0-100%	Single-Family Detached	CA	Renter	1980s	0	0	0.00342133	0.119866	0.0824797	0.102471	0.000173923	0.691588	0	0.0389993	452.549	0.000218821
0-100%	Single-Family Detached	CA	Renter	1990s	0	0	0.00590109	0.115419	0.0762748	0.141113	0	0.661292	0	0.0358615	415.724	0.000186748
0-100%	Single-Family Detached	CA	Renter	2000s	0	0	0.002372	0.118243	0.0517192	0.0780404	0.000575421	0.74905	0	0.0421372	436.995	0.000192392
0-100%	Single-Family Detached	CA	Renter	2010s	0	0	0.00188885	0.0953558	0.0576587	0.0742178	0	0.770879	0	0.0138963	136.229	3.99254e-05
0-100%	Single-Family Detached	CA	Renter	<1940	0	0	0.00184584	0.0569311	0.0396145	0.0580312	0.00018809	0.843389	0	0.0416889	413.245	0.000233389
0-100%	Single-Family Detached	CO	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.0261718	54.7894	0
0-100%	Single-Family Detached	CO	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0157031	181.855	0
0-100%	Single-Family Detached	CO	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.0209375	121.612	0
0-100%	Single-Family Detached	CO	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.0355937	241.614	0
0-100%	Single-Family Detached	CO	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.041875	254.4	0
0-100%	Single-Family Detached	CO	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.0492031	342.488	0
0-100%	Single-Family Detached	CO	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.0439687	274.379	0
0-100%	Single-Family Detached	CO	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0209375	137.339	0
0-100%	Single-Family Detached	CO	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.0261718	141.588	0
0-100%	Single-Family Detached	CO	Owner	1940s	0	0	6.28965e-05	0.104227	0.120518	0.0236888	0.00598202	0.745521	0	0.0575523	35.0338	1.91309e-05
0-100%	Single-Family Detached	CO	Owner	1950s	0	0	0	0.0686874	0.240718	0.0956636	0.0108496	0.584082	0	0.0345314	116.283	5.42222e-05
0-100%	Single-Family Detached	CO	Owner	1960s	0	0	0.00107826	0.0468475	0.218503	0.042877	0	0.690695	0	0.0460418	77.7622	3.73875e-05
0-100%	Single-Family Detached	CO	Owner	1970s	0	0	0.00140333	0.128582	0.300479	0.119618	0	0.449918	0	0.0782711	154.494	6.66224e-05
0-100%	Single-Family Detached	CO	Owner	1980s	0	0	0.00125356	0.22214	0.1804	0.0394325	0.00883606	0.547938	0	0.0920837	162.67	3.53699e-05
0-100%	Single-Family Detached	CO	Owner	1990s	0	0	0.00188401	0.130429	0.149899	0.0810109	0.0122546	0.624523	0	0.108198	218.996	4.86564e-05
0-100%	Single-Family Detached	CO	Owner	2000s	0	0	0	0.0942241	0.314472	0.119549	0.0196219	0.452134	0	0.0966878	175.445	4.63591e-05
0-100%	Single-Family Detached	CO	Owner	2010s	0	0	0.00102043	0.0956414	0.309334	0.0743646	0.0119621	0.507678	0	0.0460418	87.8184	1.26456e-05
0-100%	Single-Family Detached	CO	Owner	<1940	0	0	6.28965e-05	0.104227	0.120518	0.0236888	0.00598202	0.745521	0	0.0575523	90.5354	5.52646e-05
0-100%	Single-Family Detached	CO	Renter	1940s	0	0	0	0.0229483	0.072059	0.0357194	0	0.869273	0	0.0061177	2.19943	1.04833e-05
0-100%	Single-Family Detached	CO	Renter	1950s	0	0	0	0.0153639	0.146218	0.146543	0	0.691875	0	0.00367062	7.30028	2.70361e-05
0-100%	Single-Family Detached	CO	Renter	1960s	0	0	0	0.0102029	0.129229	0.0639518	0	0.796617	0	0.00489416	4.88193	1.92764e-05
0-100%	Single-Family Detached	CO	Renter	1970s	0	0	0	0.0310102	0.196792	0.197568	0	0.57463	0	0.00832007	9.69919	3.13922e-05
0-100%	Single-Family Detached	CO	Renter	1980s	0	0	0	0.0571959	0.126137	0.0695322	0	0.747135	0	0.00978832	10.2125	1.91826e-05
0-100%	Single-Family Detached	CO	Renter	1990s	0	0	0	0.0296456	0.0925232	0.126102	0	0.751729	0	0.0115013	13.7486	2.57182e-05
0-100%	Single-Family Detached	CO	Renter	2000s	0	0	0	0.0226428	0.205219	0.196746	0	0.575392	0	0.0102777	11.0145	2.36045e-05
0-100%	Single-Family Detached	CO	Renter	2010s	0	0	0	0.0231382	0.203225	0.123209	0	0.650428	0	0.00489416	5.51326	7.08564e-06
0-100%	Single-Family Detached	CO	Renter	<1940	0	0	0	0.0229483	0.072059	0.0357194	0	0.869273	0	0.0061177	5.68384	3.311e-05
0-100%	Single-Family Detached	CT	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.0534591	5.89946	0
0-100%	Single-Family Detached	CT	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0330474	14.3878	0
0-100%	Single-Family Detached	CT	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.0194397	6.58695	0
0-100%	Single-Family Detached	CT	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.0262435	7.72008	0
0-100%	Single-Family Detached	CT	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.0165237	5.70552	0
0-100%	Single-Family Detached	CT	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.0174957	5.33324	0
0-100%	Single-Family Detached	CT	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.0165237	5.28696	0
0-100%	Single-Family Detached	CT	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0126358	2.92783	0
0-100%	Single-Family Detached	CT	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.0534591	15.2455	0
0-100%	Single-Family Detached	CT	Owner	1940s	0	0	0.000133052	0.0155926	0.0455625	0.0135161	0	0.925196	0	0.0450182	5.89946	1.50596e-05
0-100%	Single-Family Detached	CT	Owner	1950s	0	0	0.000499674	0.0302806	0.0148496	0.0105201	0	0.94385	0	0.0278294	14.3878	3.86271e-05
0-100%	Single-Family Detached	CT	Owner	1960s	0	0	0.00159142	0.0351977	0.0633884	0.0209908	0	0.878832	0	0.0163702	6.58695	2.59954e-05
0-100%	Single-Family Detached	CT	Owner	1970s	0	0	0.000511109	0.064088	0.0520174	0.00846978	0	0.874914	0	0.0220998	7.72008	2.02818e-05
0-100%	Single-Family Detached	CT	Owner	1980s	0	0	5.78551e-05	0.0390186	0.0145729	0.00872211	0	0.937628	0	0.0139147	5.70552	1.27139e-05
0-100%	Single-Family Detached	CT	Owner	1990s	0	0	0.000392502	0.0188468	0.0465385	0.0148249	0	0.919397	0	0.0147332	5.33324	9.82696e-06
0-100%	Single-Family Detached	CT	Owner	2000s	0	0	0.00134334	0.0870334	0.0443306	0.0294142	0	0.837878	0	0.0139147	5.28696	6.96608e-06
0-100%	Single-Family Detached	CT	Owner	2010s	0	0	3.6217e-05	0.0292243	0.0253111	0.00545671	0	0.939972	0	0.0106407	2.92783	1.42062e-06
0-100%	Single-Family Detached	CT	Owner	<1940	0	0	0.000133052	0.0155926	0.0455625	0.0135161	0	0.925196	0	0.0450182	15.2455	4.11939e-05
0-100%	Single-Family Detached	CT	Renter	1940s	0	0	0	0.00261241	0.0300889	0	0	0.967299	0	1.44663e-22	3.69119e-40	5.7227e-06
0-100%	Single-Family Detached	CT	Renter	1950s	0	0	0	0.00506473	0.00979	0	0	0.985145	0	8.94283e-23	9.00219e-40	1.31841e-05
0-100%	Single-Family Detached	CT	Renter	1960s	0	0	0	0.00610095	0.0433081	0	0	0.950591	0	5.26049e-23	4.12135e-40	9.21594e-06
0-100%	Single-Family Detached	CT	Renter	1970s	0	0	0	0.0111869	0.0357897	0	0	0.953023	0	7.10166e-23	4.83033e-40	7.13034e-06
0-100%	Single-Family Detached	CT	Renter	1980s	0	0	0	0.00656048	0.00965796	0	0	0.983782	0	4.47141e-23	3.56985e-40	4.94535e-06
0-100%	Single-Family Detached	CT	Renter	1990s	0	0	0	0.00317308	0.0308839	0	0	0.965943	0	4.73444e-23	3.33692e-40	3.66527e-06
0-100%	Single-Family Detached	CT	Renter	2000s	0	0	0	0.015852	0.0318257	0	0	0.952322	0	4.47141e-23	3.30797e-40	4.12578e-06
0-100%	Single-Family Detached	CT	Renter	2010s	0	0	0	0.00487503	0.0166426	0	0	0.978482	0	3.41932e-23	1.8319e-40	1.02847e-06
0-100%	Single-Family Detached	CT	Renter	<1940	0	0	0	0.00261241	0.0300889	0	0	0.967299	0	1.44663e-22	9.53889e-40	1.49659e-05
0-100%	Single-Family Detached	DC	Not Available	1940s	0	0	0	0	0	0	0	0	1	1.23603	14.7395	0
0-100%	Single-Family Detached	DC	Not Available	1950s	0	0	0	0	0	0	0	0	1	14.9972	14.0007	0
0-100%	Single-Family Detached	DC	Not Available	1960s	0	0	0	0	0	0	0	0	1	16.8924	2.74561e-19	0
0-100%	Single-Family Detached	DC	Not Available	1970s	0	0	0	0	0	0	0	0	1	20.3533	3.02838	0
0-100%	Single-Family Detached	DC	Not Available	1980s	0	0	0	0	0	0	0	0	1	24.1438	2.74561e-19	0
0-100%	Single-Family Detached	DC	Not Available	1990s	0	0	0	0	0	0	0	0	1	26.6159	2.74561e-19	0
0-100%	Single-Family Detached	DC	Not Available	2000s	0	0	0	0	0	0	0	0	1	28.5935	2.74561e-19	0
0-100%	Single-Family Detached	DC	Not Available	2010s	0	0	0	0	0	0	0	0	1	18.4581	3.60302	0
0-100%	Single-Family Detached	DC	Not Available	<1940	0	0	0	0	0	0	0	0	1	1.23603	38.0902	0
0-100%	Single-Family Detached	DC	Owner	1940s	0	0	0.000313677	0.0290931	0.157692	0.112561	0	0.700341	0	0.855062	14.7395	1.57225e-06
0-100%	Single-Family Detached	DC	Owner	1950s	0	0	6.13311e-05	0.0166904	0.0915122	0.0343264	0.00270636	0.854703	0	10.3748	14.0007	1.12167e-06
0-100%	Single-Family Detached	DC	Owner	1960s	0	0	0.000109485	0.0282444	0.134051	0.0787691	0.00572133	0.753104	0	11.6858	2.74561e-19	8.7033e-07
0-100%	Single-Family Detached	DC	Owner	1970s	0	0	6.01634e-05	0.0250514	0.155863	0.0581422	0.00198206	0.758901	0	14.08	3.02838	2.86274e-07
0-100%	Single-Family Detached	DC	Owner	1980s	0	0	0.000101235	0.0272774	0.207797	0.103767	0.00741005	0.653648	0	16.7022	2.74561e-19	6.73405e-07
0-100%	Single-Family Detached	DC	Owner	1990s	0	0	0.000151519	0.0283568	0.183043	0.0888166	0.00758132	0.692051	0	18.4123	2.74561e-19	3.39297e-07
0-100%	Single-Family Detached	DC	Owner	2000s	0	0	7.17691e-05	0.026538	0.204256	0.0931424	0.00859226	0.667399	0	19.7804	2.74561e-19	3.13716e-07
0-100%	Single-Family Detached	DC	Owner	2010s	0	0	1.77852e-05	0.0109288	0.152899	0.103091	0.00331258	0.729752	0	12.7689	3.60302	7.90683e-08
0-100%	Single-Family Detached	DC	Owner	<1940	0	0	0.000313677	0.0290931	0.157692	0.112561	0	0.700341	0	0.855062	38.0902	3.87144e-06
0-100%	Single-Family Detached	DC	Renter	1940s	0.00688343	0.00123489	0.00413437	0.0759368	0.0261292	0.0738535	0	0.811828	0	1.52454e-20	2.36039e-38	1.35063e-06
0-100%	Single-Family Detached	DC	Renter	1950s	0.00119329	0.000214076	0.000752436	0.0405499	0.0141142	0.020964	0	0.922212	0	1.84978e-19	2.24208e-38	1.07092e-06
0-100%	Single-Family Detached	DC	Renter	1960s	0.00262615	0.000351504	0.00140771	0.0719164	0.0216681	0.0504166	0	0.851614	0	2.08354e-19	4.39683e-58	6.70883e-07
0-100%	Single-Family Detached	DC	Renter	1970s	0.00129299	0.000215923	0.000784044	0.0646511	0.0255352	0.0377187	0	0.869802	0	2.51041e-19	4.84966e-39	2.61534e-07
0-100%	Single-Family Detached	DC	Renter	1980s	0.0025509	0.000370029	0.00142634	0.0761081	0.0368061	0.0727793	0	0.809959	0	2.97794e-19	4.39683e-58	1.57682e-07
0-100%	Single-Family Detached	DC	Renter	1990s	0.00382435	0.000544654	0.00205656	0.0762196	0.0312332	0.0600102	0	0.826111	0	3.28284e-19	4.39683e-58	1.65393e-07
0-100%	Single-Family Detached	DC	Renter	2000s	0.00172375	0.00027539	0.00100558	0.0736347	0.0359786	0.0649656	0	0.822416	0	3.52677e-19	4.39683e-58	1.17148e-07
0-100%	Single-Family Detached	DC	Renter	2010s	0.000386479	6.93346e-05	0.00024214	0.0294655	0.0261699	0.069869	0	0.873798	0	2.27665e-19	5.76988e-39	6.45425e-08
0-100%	Single-Family Detached	DC	Renter	<1940	0.00688343	0.00123489	0.00413437	0.0759368	0.0261292	0.0738535	0	0.811828	0	1.52454e-20	6.09978e-38	1.92376e-06
0-100%	Single-Family Detached	DE	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.85606	0.179351	0
0-100%	Single-Family Detached	DE	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0452942	1.10539	0
0-100%	Single-Family Detached	DE	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.928531	0.503479	0
0-100%	Single-Family Detached	DE	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.054353	0.997765	0
0-100%	Single-Family Detached	DE	Not Available	1980s	0	0	0	0	0	0	0	0	1	1.32712	0.749642	0
0-100%	Single-Family Detached	DE	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.0815295	1.68929	0
0-100%	Single-Family Detached	DE	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.0770001	1.29183	0
0-100%	Single-Family Detached	DE	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0770001	1.29784	0
0-100%	Single-Family Detached	DE	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.85606	0.463485	0
0-100%	Single-Family Detached	DE	Owner	1940s	0	0	0.000100623	0.0158401	0.0789477	0.0461178	0.013308	0.845686	0	0.592206	0.179351	4.35819e-06
0-100%	Single-Family Detached	DE	Owner	1950s	0	0	0.000317798	0.0125897	0.185478	0.0573057	0	0.744309	0	0.0313336	1.10539	1.22988e-05
0-100%	Single-Family Detached	DE	Owner	1960s	0	0	0.000241357	0.0316487	0.108541	0.0855524	0.0353875	0.738629	0	0.64234	0.503479	9.34647e-06
0-100%	Single-Family Detached	DE	Owner	1970s	0	0	0.000374752	0.0992564	0.104036	0.0919424	0	0.70439	0	0.0376004	0.997765	8.61515e-06
0-100%	Single-Family Detached	DE	Owner	1980s	0	0	0.000223471	0.0306062	0.168478	0.112854	0.0458941	0.641944	0	0.918076	0.749642	7.06577e-06
0-100%	Single-Family Detached	DE	Owner	1990s	0	0	0.000475796	0.0141625	0.166428	0.0875706	0.0317999	0.699563	0	0.0564006	1.68929	1.11482e-05
0-100%	Single-Family Detached	DE	Owner	2000s	0	0	0	0.00493034	0.143335	0.133697	0	0.718037	0	0.0532672	1.29183	1.07056e-05
0-100%	Single-Family Detached	DE	Owner	2010s	0	0	0	0.00793104	0.0907634	0.124354	0	0.776952	0	0.0532672	1.29784	6.25384e-06
0-100%	Single-Family Detached	DE	Owner	<1940	0	0	0.000100623	0.0158401	0.0789477	0.0461178	0.013308	0.845686	0	0.592206	0.463485	7.7731e-06
0-100%	Single-Family Detached	DE	Renter	1940s	0.00201503	0.000351109	0.00124081	0.0386815	0.0122388	0.0283098	0	0.917163	0	1.15325e-20	3.42631e-40	1.24379e-06
0-100%	Single-Family Detached	DE	Renter	1950s	0.0069712	0.00141039	0.0042901	0.0336564	0.0314775	0.0385098	0	0.883685	0	6.10187e-22	2.11172e-39	3.42236e-06
0-100%	Single-Family Detached	DE	Renter	1960s	0.00551687	0.000832744	0.00311084	0.0807809	0.0175874	0.0548917	0	0.83728	0	1.25088e-20	9.61841e-40	3.23239e-06
0-100%	Single-Family Detached	DE	Renter	1970s	0.00761127	0.000947565	0.00422857	0.22179	0.0147578	0.0516443	0	0.69902	0	7.32224e-22	1.90612e-39	2.44659e-06
0-100%	Single-Family Detached	DE	Renter	1980s	0.00535711	0.000876352	0.00315101	0.0854622	0.0298651	0.0792142	0	0.796074	0	1.78785e-20	1.43211e-39	2.23949e-06
0-100%	Single-Family Detached	DE	Renter	1990s	0.0108507	0.00200272	0.00659133	0.0388533	0.0289848	0.0603904	0	0.852327	0	1.09834e-21	3.22719e-39	3.13741e-06
0-100%	Single-Family Detached	DE	Renter	2000s	0	0	0	0.0134515	0.0248258	0.0916938	0	0.870029	0	1.03732e-21	2.4679e-39	3.89605e-06
0-100%	Single-Family Detached	DE	Renter	2010s	0	0	0	0.0203357	0.0147739	0.0801513	0	0.884739	0	1.03732e-21	2.47938e-39	1.89691e-06
0-100%	Single-Family Detached	DE	Renter	<1940	0.00201503	0.000351109	0.00124081	0.0386815	0.0122388	0.0283098	0	0.917163	0	1.15325e-20	8.85436e-40	3.44725e-06
0-100%	Single-Family Detached	FL	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.0298082	108.006	0
0-100%	Single-Family Detached	FL	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0340665	412.13	0
0-100%	Single-Family Detached	FL	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.0525193	551.339	0
0-100%	Single-Family Detached	FL	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.0894247	946.636	0
0-100%	Single-Family Detached	FL	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.0865858	966.056	0
0-100%	Single-Family Detached	FL	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.106458	1186.4	0
0-100%	Single-Family Detached	FL	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.106458	1035.76	0
0-100%	Single-Family Detached	FL	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0738109	658.734	0
0-100%	Single-Family Detached	FL	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.0298082	279.113	0
0-100%	Single-Family Detached	FL	Owner	1940s	0	0	0	0.00460314	0.0896338	0.034732	0	0.871031	0	0.0172329	67.5979	6.981e-05
0-100%	Single-Family Detached	FL	Owner	1950s	0	0	0	0.00653017	0.138031	0.0372178	0	0.818221	0	0.0196948	257.94	0.000261371
0-100%	Single-Family Detached	FL	Owner	1960s	0	0	0	0.0239267	0.153187	0.197849	0	0.625037	0	0.0303628	345.067	0.000222792
0-100%	Single-Family Detached	FL	Owner	1970s	0	0	0	0.0243052	0.252833	0.0810612	0	0.6418	0	0.0516987	592.472	0.000325991
0-100%	Single-Family Detached	FL	Owner	1980s	0	0	0	0.0308777	0.270172	0.1538	0	0.545151	0	0.0500575	604.626	0.000288114
0-100%	Single-Family Detached	FL	Owner	1990s	0	0	0	0.0332284	0.273507	0.122391	0	0.570874	0	0.0615461	742.534	0.000286034
0-100%	Single-Family Detached	FL	Owner	2000s	0	0	0	0.0079618	0.191399	0.155488	0	0.645151	0	0.0615461	648.254	0.000268229
0-100%	Single-Family Detached	FL	Owner	2010s	0	0	0	0.00602656	0.202597	0.156932	0	0.634445	0	0.042672	412.282	6.27352e-05
0-100%	Single-Family Detached	FL	Owner	<1940	0	0	0	0.00460314	0.0896338	0.034732	0	0.871031	0	0.0172329	174.688	7.39599e-05
0-100%	Single-Family Detached	FL	Renter	1940s	0	0	0	0.0107877	0.0077938	0.0174447	0	0.963974	0	0.0107764	4.71241	4.41196e-05
0-100%	Single-Family Detached	FL	Renter	1950s	0	0	0	0.0160834	0.0126134	0.0196455	0	0.951658	0	0.0123159	17.9816	0.00014739
0-100%	Single-Family Detached	FL	Renter	1960s	0.0174901	0.00262239	0.00914265	0.0632576	0.0150264	0.112105	0	0.780356	0	0.0189869	24.0554	0.000113829
0-100%	Single-Family Detached	FL	Renter	1970s	0	0	0.000286164	0.0686122	0.0264813	0.0490426	0	0.855578	0	0.0323291	41.3026	0.000150438
0-100%	Single-Family Detached	FL	Renter	1980s	0.011429	0.00204752	0.00682655	0.0913085	0.0296422	0.0974723	0	0.761274	0	0.0313028	42.1499	0.000134444
0-100%	Single-Family Detached	FL	Renter	1990s	0.00650019	0.00129862	0.00428097	0.0967799	0.0295561	0.0763979	0	0.785186	0	0.038487	51.7638	0.000131795
0-100%	Single-Family Detached	FL	Renter	2000s	0.00305926	0.000745421	0.00194221	0.0224219	0.0199988	0.0938463	0	0.857986	0	0.038487	45.1913	0.000130595
0-100%	Single-Family Detached	FL	Renter	2010s	0	0	0	0.0173785	0.021676	0.0969863	0	0.863959	0	0.0266843	28.7412	3.11714e-05
0-100%	Single-Family Detached	FL	Renter	<1940	0	0	0	0.0107877	0.0077938	0.0174447	0	0.963974	0	0.0107764	12.1779	4.50394e-05
0-100%	Single-Family Detached	GA	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.154139	494.712	0
0-100%	Single-Family Detached	GA	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.169553	1827.81	0
0-100%	Single-Family Detached	GA	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.231208	2219.47	0
0-100%	Single-Family Detached	GA	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.223501	2130.21	0
0-100%	Single-Family Detached	GA	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.292864	2604.46	0
0-100%	Single-Family Detached	GA	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.462416	4421.62	0
0-100%	Single-Family Detached	GA	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.493244	3936.39	0
0-100%	Single-Family Detached	GA	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.285157	2245.93	0
0-100%	Single-Family Detached	GA	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.154139	1278.45	0
0-100%	Single-Family Detached	GA	Owner	1940s	0	0	0	0.00248132	0.0240824	0.0146127	0	0.958824	0	0.0564146	178.238	5.98236e-05
0-100%	Single-Family Detached	GA	Owner	1950s	0	0	0.000502538	0.0018277	0.00369779	0.0172674	0	0.976705	0	0.0620561	658.533	0.000130995
0-100%	Single-Family Detached	GA	Owner	1960s	0	0	5.77582e-05	0.0615887	0.0575987	0.0787128	0.045083	0.756959	0	0.0846219	799.646	0.00013032
0-100%	Single-Family Detached	GA	Owner	1970s	0	0	0.000408406	0.0568846	0.0481785	0.0762882	0	0.81824	0	0.0818012	767.483	0.000171189
0-100%	Single-Family Detached	GA	Owner	1980s	0	0	0.000100794	0.0541268	0.104976	0.179042	0.01036	0.651395	0	0.107188	938.35	0.000122032
0-100%	Single-Family Detached	GA	Owner	1990s	0	0	0.0025032	0.0567902	0.0661354	0.106828	0.0465636	0.72118	0	0.169244	1593.05	0.000152047
0-100%	Single-Family Detached	GA	Owner	2000s	0	0	0.000598713	0.0768544	0.141448	0.14147	0.0190051	0.620624	0	0.180527	1418.23	0.000132282
0-100%	Single-Family Detached	GA	Owner	2010s	0	0	0.000463427	0.027139	0.055563	0.108853	0.0184669	0.789515	0	0.104367	809.177	2.69012e-05
0-100%	Single-Family Detached	GA	Owner	<1940	0	0	0	0.00248132	0.0240824	0.0146127	0	0.958824	0	0.0564146	460.607	7.50875e-05
0-100%	Single-Family Detached	GA	Renter	1940s	0	0	0	0	0.000606547	0.00906843	0	0.990325	0	0.0240463	79.0597	3.7483e-05
0-100%	Single-Family Detached	GA	Renter	1950s	0	0	0	0	9.1343e-05	0.0105099	0	0.989399	0	0.026451	292.101	8.17386e-05
0-100%	Single-Family Detached	GA	Renter	1960s	0	0	0	0	0.00174336	0.0587027	0	0.939554	0	0.0360695	354.693	9.18193e-05
0-100%	Single-Family Detached	GA	Renter	1970s	0	0	0	0	0.0013578	0.0529758	0	0.945666	0	0.0348672	340.427	0.000108294
0-100%	Single-Family Detached	GA	Renter	1980s	0	0	0	0	0.00336144	0.141264	0	0.855375	0	0.0456881	416.217	9.3217e-05
0-100%	Single-Family Detached	GA	Renter	1990s	0	0	0	0	0.00204925	0.0815614	0	0.916389	0	0.072139	706.617	0.000109805
0-100%	Single-Family Detached	GA	Renter	2000s	0	0	0	0	0.00486441	0.119877	0	0.875259	0	0.0769483	629.072	0.000115214
0-100%	Single-Family Detached	GA	Renter	2010s	0	0	0	0	0.00158233	0.0763821	0	0.922036	0	0.0444857	358.921	2.01793e-05
0-100%	Single-Family Detached	GA	Renter	<1940	0	0	0	0	0.000606547	0.00906843	0	0.990325	0	0.0240463	204.308	5.64087e-05
0-100%	Single-Family Detached	HI	Not Available	1940s	0	0	0	0	0	0	0	0	1	0.0329424	16.8222	0
0-100%	Single-Family Detached	HI	Not Available	1950s	0	0	0	0	0	0	0	0	1	0.0351385	49.2076	0
0-100%	Single-Family Detached	HI	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.0614924	96.3101	0
0-100%	Single-Family Detached	HI	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.0571001	79.7803	0
0-100%	Single-Family Detached	HI	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.0614924	96.5944	0
0-100%	Single-Family Detached	HI	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.0680809	108.613	0
0-100%	Single-Family Detached	HI	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.0461193	66.9042	0
0-100%	Single-Family Detached	HI	Not Available	2010s	0	0	0	0	0	0	0	0	1	0.0219616	28.5007	0
0-100%	Single-Family Detached	HI	Not Available	<1940	0	0	0	0	0	0	0	0	1	0.0329424	43.4725	0
0-100%	Single-Family Detached	HI	Owner	1940s	0	0	0	0.00317485	0.187751	0.0930823	0	0.715992	0	0.0176832	8.1918	3.7245e-06
0-100%	Single-Family Detached	HI	Owner	1950s	0	0	0	0.0118836	0.319606	0.432575	0	0.235935	0	0.018862	23.9623	7.78426e-06
0-100%	Single-Family Detached	HI	Owner	1960s	0	0	0	0.00675568	0.307504	0.480194	0.0435125	0.162034	0	0.0330086	46.8995	9.92203e-06
0-100%	Single-Family Detached	HI	Owner	1970s	0	0	0	0.0155993	0.34459	0.415809	0.0494532	0.174549	0	0.0306508	38.8501	1.35209e-05
