Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=PUMA	Option=No	Option=Not Available	Option=Yes	source_count	source_weight	sampling_probability
150-200%	Single-Family Detached	AR, 00100	0.976933	0	0.023067	271	5419	3.71991e-05
200-300%	Mobile Home	AR, 00100	0.922701	0	0.0772994	51	1022	5.64607e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 00100	1	0	0	38	808	5.25484e-06
200-300%	Multi-Family with 5+ Units	AR, 00100	0.988351	0	0.0116493	78	1631	1.11938e-05
200-300%	Single-Family Attached	AR, 00100	0.986047	0	0.0139535	39	1075	7.99262e-06
200-300%	Single-Family Detached	AR, 00100	0.97799	0	0.0220103	636	12585	8.26667e-05
300-400%	Mobile Home	AR, 00100	0.814404	0	0.185596	20	361	3.67401e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00100	1	0	0	29	711	3.87489e-06
300-400%	Multi-Family with 5+ Units	AR, 00100	0.986893	0	0.0131072	66	1297	9.2146e-06
300-400%	Single-Family Attached	AR, 00100	1	0	0	22	649	5.49931e-06
300-400%	Single-Family Detached	AR, 00100	0.98726	0	0.01274	573	11303	7.48848e-05
400%+	Mobile Home	AR, 00100	0.961661	0	0.0383387	34	626	4.60068e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00100	1	0	0	44	781	5.72929e-06
400%+	Multi-Family with 5+ Units	AR, 00100	0.996082	0	0.00391773	124	3063	2.02816e-05
400%+	Single-Family Attached	AR, 00100	1	0	0	54	1493	1.03925e-05
400%+	Single-Family Detached	AR, 00100	0.987799	0	0.0122014	1860	35160	0.000246548
Not Available	Mobile Home	AR, 00100	0	1	0	25	884	6.11942e-06
Not Available	Multi-Family with 2 - 4 Units	AR, 00100	0	1	0	485	371	2.56822e-06
Not Available	Multi-Family with 5+ Units	AR, 00100	0	1	0	28	1106	7.65619e-06
Not Available	Single-Family Attached	AR, 00100	0	1	0	13	473	3.27431e-06
Not Available	Single-Family Detached	AR, 00100	0	1	0	184	5551	3.84263e-05
0-100%	Mobile Home	AR, 00200	0.983271	0	0.0167286	29	538	5.72446e-06
0-100%	Multi-Family with 2 - 4 Units	AR, 00200	0.980557	0	0.019443	54	1903	1.10308e-05
0-100%	Multi-Family with 5+ Units	AR, 00200	0.984889	0	0.0151106	158	5559	4.01364e-05
0-100%	Single-Family Attached	AR, 00200	1	0	0	12	317	3.05829e-06
0-100%	Single-Family Detached	AR, 00200	0.955203	0	0.0447967	174	4353	3.82352e-05
100-150%	Mobile Home	AR, 00200	1	0	0	23	643	4.6046e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 00200	1	0	0	33	1565	9.20792e-06
100-150%	Multi-Family with 5+ Units	AR, 00200	0.983306	0	0.0166945	86	2995	2.15041e-05
100-150%	Single-Family Attached	AR, 00200	1	0	0	20	736	2.9822e-06
100-150%	Single-Family Detached	AR, 00200	0.998843	0	0.00115714	180	4321	3.03542e-05
150-200%	Mobile Home	AR, 00200	1	0	0	30	711	4.19858e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00200	0.955182	0	0.0448179	26	1071	8.76002e-06
150-200%	Multi-Family with 5+ Units	AR, 00200	1	0	0	67	2356	1.66955e-05
150-200%	Single-Family Attached	AR, 00200	1	0	0	12	324	2.49097e-06
150-200%	Single-Family Detached	AR, 00200	0.99503	0	0.00496975	207	4628	3.20869e-05
200-300%	Mobile Home	AR, 00200	0.971	0	0.029	41	1000	6.44453e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 00200	0.990602	0	0.0093985	62	2128	1.38049e-05
200-300%	Multi-Family with 5+ Units	AR, 00200	0.983766	0	0.0162338	95	3080	2.18594e-05
200-300%	Single-Family Attached	AR, 00200	1	0	0	15	283	3.12116e-06
200-300%	Single-Family Detached	AR, 00200	0.972717	0	0.0272826	416	10153	6.81485e-05
300-400%	Mobile Home	AR, 00200	1	0	0	18	481	3.76487e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00200	0.989916	0	0.010084	21	595	6.72059e-06
300-400%	Multi-Family with 5+ Units	AR, 00200	1	0	0	52	1744	1.17878e-05
300-400%	Single-Family Attached	AR, 00200	1	0	0	10	208	2.04217e-06
300-400%	Single-Family Detached	AR, 00200	0.974048	0	0.0259518	370	8169	5.88321e-05
400%+	Mobile Home	AR, 00200	1	0	0	24	760	4.92568e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00200	0.98913	0	0.0108696	22	644	7.21752e-06
400%+	Multi-Family with 5+ Units	AR, 00200	1	0	0	60	1733	1.33781e-05
400%+	Single-Family Attached	AR, 00200	0.963023	0	0.0369775	23	622	4.17601e-06
400%+	Single-Family Detached	AR, 00200	0.986248	0	0.0137518	1090	23706	0.000169448
Not Available	Mobile Home	AR, 00200	0	1	0	19	772	5.54066e-06
Not Available	Multi-Family with 2 - 4 Units	AR, 00200	0	1	0	18	1049	7.5287e-06
Not Available	Multi-Family with 5+ Units	AR, 00200	0	1	0	26	1509	1.08302e-05
Not Available	Single-Family Attached	AR, 00200	0	1	0	76	0	0
Not Available	Single-Family Detached	AR, 00200	0	1	0	80	2955	2.12081e-05
0-100%	Mobile Home	AR, 00300	0.957274	0	0.0427258	107	1849	1.37428e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 00300	0.99359	0	0.00641026	49	780	7.15933e-06
0-100%	Multi-Family with 5+ Units	AR, 00300	1	0	0	63	943	8.04803e-06
0-100%	Single-Family Attached	AR, 00300	1	0	0	14	212	1.76344e-06
0-100%	Single-Family Detached	AR, 00300	0.981112	0	0.0188875	348	5771	4.82625e-05
100-150%	Mobile Home	AR, 00300	0.935673	0	0.0643275	79	1368	1.11771e-05
100-150%	Multi-Family with 2 - 4 Units	AR, 00300	0.976296	0	0.0237037	38	675	3.38283e-06
100-150%	Multi-Family with 5+ Units	AR, 00300	0.986196	0	0.0138037	36	652	3.91831e-06
100-150%	Single-Family Attached	AR, 00300	1	0	0	19	276	1.30289e-06
100-150%	Single-Family Detached	AR, 00300	0.993019	0	0.00698144	366	5443	4.64693e-05
150-200%	Mobile Home	AR, 00300	1	0	0	73	1121	8.76165e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00300	1	0	0	15	347	1.93652e-06
150-200%	Multi-Family with 5+ Units	AR, 00300	1	0	0	16	361	2.4196e-06
150-200%	Single-Family Attached	AR, 00300	0.982612	0	0.0173881	127	137	1.23378e-06
150-200%	Single-Family Detached	AR, 00300	0.994294	0	0.00570571	382	6660	4.39926e-05
200-300%	Mobile Home	AR, 00300	0.929099	0	0.070901	101	2031	1.19114e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 00300	1	0	0	27	437	2.66356e-06
200-300%	Multi-Family with 5+ Units	AR, 00300	1	0	0	26	465	2.93383e-06
200-300%	Single-Family Attached	AR, 00300	0.983287	0	0.0167131	22	359	1.88883e-06
200-300%	Single-Family Detached	AR, 00300	0.986706	0	0.0132943	660	11283	7.89035e-05
300-400%	Mobile Home	AR, 00300	1	0	0	44	794	6.37091e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00300	1	0	0	12	198	1.97937e-06
300-400%	Multi-Family with 5+ Units	AR, 00300	0.990901	0	0.00909918	427	150	1.47301e-06
300-400%	Single-Family Attached	AR, 00300	1	0	0	93	139	1.10504e-06
300-400%	Single-Family Detached	AR, 00300	0.998003	0	0.00199681	449	7512	5.28406e-05
400%+	Mobile Home	AR, 00300	1	0	0	46	703	6.09164e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00300	1	0	0	10	161	2.05314e-06
400%+	Multi-Family with 5+ Units	AR, 00300	1	0	0	12	184	1.54069e-06
400%+	Single-Family Attached	AR, 00300	1	0	0	10	178	2.30817e-06
400%+	Single-Family Detached	AR, 00300	0.992938	0	0.00706215	744	12744	9.42283e-05
Not Available	Mobile Home	AR, 00300	0	1	0	159	4045	2.98544e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 00300	0	1	0	24	691	5.09998e-06
Not Available	Multi-Family with 5+ Units	AR, 00300	0	1	0	15	503	3.71242e-06
Not Available	Single-Family Attached	AR, 00300	0	1	0	76	315	2.32489e-06
Not Available	Single-Family Detached	AR, 00300	0	1	0	457	10840	8.00055e-05
0-100%	Mobile Home	AR, 00400	0.964038	0	0.0359624	138	2447	1.87617e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 00400	1	0	0	55	813	6.78196e-06
0-100%	Multi-Family with 5+ Units	AR, 00400	1	0	0	44	678	5.48937e-06
0-100%	Single-Family Attached	AR, 00400	0.987928	0	0.0120719	185	79	6.11583e-07
0-100%	Single-Family Detached	AR, 00400	0.983832	0	0.0161677	341	5010	4.25487e-05
100-150%	Mobile Home	AR, 00400	0.986605	0	0.0133952	113	1941	1.37546e-05
100-150%	Multi-Family with 2 - 4 Units	AR, 00400	1	0	0	32	413	2.65701e-06
100-150%	Multi-Family with 5+ Units	AR, 00400	1	0	0	15	235	1.86678e-06
100-150%	Single-Family Attached	AR, 00400	0.987921	0	0.0120788	149	207	6.3746e-07
100-150%	Single-Family Detached	AR, 00400	0.984768	0	0.0152322	369	5449	3.86322e-05
150-200%	Mobile Home	AR, 00400	0.993324	0	0.00667557	92	1498	1.07527e-05
150-200%	Multi-Family with 2 - 4 Units	AR, 00400	1	0	0	17	260	1.47519e-06
150-200%	Multi-Family with 5+ Units	AR, 00400	1	0	0	12	144	9.03632e-07
150-200%	Single-Family Attached	AR, 00400	0.982612	0	0.0173881	127	56	5.07658e-07
150-200%	Single-Family Detached	AR, 00400	0.996892	0	0.00310752	333	4827	3.6077e-05
200-300%	Mobile Home	AR, 00400	0.994954	0	0.00504626	132	2378	1.60151e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 00400	1	0	0	23	304	1.80848e-06
200-300%	Multi-Family with 5+ Units	AR, 00400	1	0	0	13	173	9.99645e-07
200-300%	Single-Family Attached	AR, 00400	0.981563	0	0.0184372	179	23	6.37177e-07
200-300%	Single-Family Detached	AR, 00400	0.994403	0	0.00559724	544	8397	6.10204e-05
300-400%	Mobile Home	AR, 00400	0.956487	0	0.0435133	76	1241	1.02039e-05
300-400%	Multi-Family with 2 - 4 Units	AR, 00400	1	0	0	10	114	8.69753e-07
300-400%	Multi-Family with 5+ Units	AR, 00400	0.990901	0	0.00909918	427	57	5.23085e-07
300-400%	Single-Family Attached	AR, 00400	1	0	0	93	26	2.20544e-07
300-400%	Single-Family Detached	AR, 00400	1	0	0	389	6049	4.17843e-05
400%+	Mobile Home	AR, 00400	1	0	0	70	1305	1.00417e-05
400%+	Multi-Family with 2 - 4 Units	AR, 00400	0.99194	0	0.00806045	307	138	1.4307e-06
400%+	Multi-Family with 5+ Units	AR, 00400	0.993136	0	0.00686354	612	183	1.03233e-06
400%+	Single-Family Attached	AR, 00400	0.987589	0	0.0124107	236	49	6.22679e-07
400%+	Single-Family Detached	AR, 00400	0.992618	0	0.00738241	627	9482	6.84368e-05
Not Available	Mobile Home	AR, 00400	0	1	0	222	5253	3.86466e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 00400	0	1	0	22	522	3.84037e-06
Not Available	Multi-Family with 5+ Units	AR, 00400	0	1	0	35	1060	7.79845e-06
Not Available	Single-Family Attached	AR, 00400	0	1	0	76	184	1.3537e-06
Not Available	Single-Family Detached	AR, 00400	0	1	0	606	13035	9.58989e-05
0-100%	Mobile Home	AR, 00500	1	0	0	74	1331	1.04184e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 00500	1	0	0	85	2135	1.63999e-05
0-100%	Multi-Family with 5+ Units	AR, 00500	1	0	0	79	1860	1.50214e-05
0-100%	Single-Family Attached	AR, 00500	1	0	0	12	228	9.15813e-07
0-100%	Single-Family Detached	AR, 00500	0.988887	0	0.011113	349	5849	4.69505e-05
100-150%	Mobile Home	AR, 00500	0.946705	0	0.0532946	62	1032	7.2921e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 00500	1	0	0	63	1325	9.16921e-06
100-150%	Multi-Family with 5+ Units	AR, 00500	1	0	0	54	1644	9.43014e-06
100-150%	Single-Family Attached	AR, 00500	0.987921	0	0.0120788	149	69	7.2414e-07
100-150%	Single-Family Detached	AR, 00500	0.984904	0	0.0150961	408	6293	4.32977e-05
150-200%	Mobile Home	AR, 00500	0.990741	0	0.00925926	58	864	6.47306e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00500	1	0	0	38	892	7.09183e-06
150-200%	Multi-Family with 5+ Units	AR, 00500	1	0	0	31	766	6.67431e-06
150-200%	Single-Family Attached	AR, 00500	0.982612	0	0.0173881	127	138	6.51892e-07
150-200%	Single-Family Detached	AR, 00500	0.99127	0	0.00873031	328	5269	4.13741e-05
200-300%	Mobile Home	AR, 00500	1	0	0	74	1415	9.59133e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 00500	1	0	0	45	1556	9.93628e-06
200-300%	Multi-Family with 5+ Units	AR, 00500	1	0	0	36	1109	7.00702e-06
200-300%	Single-Family Attached	AR, 00500	0.981563	0	0.0184372	179	82	9.75963e-07
200-300%	Single-Family Detached	AR, 00500	0.993011	0	0.00698868	627	11304	7.75378e-05
300-400%	Mobile Home	AR, 00500	1	0	0	51	1012	5.70183e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00500	1	0	0	23	801	5.61956e-06
300-400%	Multi-Family with 5+ Units	AR, 00500	1	0	0	19	646	3.96673e-06
300-400%	Single-Family Attached	AR, 00500	1	0	0	93	51	5.61906e-07
300-400%	Single-Family Detached	AR, 00500	0.996057	0	0.00394343	434	7354	5.65505e-05
400%+	Mobile Home	AR, 00500	1	0	0	45	704	6.46329e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00500	1	0	0	28	928	6.96477e-06
400%+	Multi-Family with 5+ Units	AR, 00500	1	0	0	27	649	6.12367e-06
400%+	Single-Family Attached	AR, 00500	1	0	0	10	185	1.61113e-06
400%+	Single-Family Detached	AR, 00500	0.996289	0	0.00371132	884	17514	0.000121456
Not Available	Mobile Home	AR, 00500	0	1	0	78	1833	1.32444e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 00500	0	1	0	30	979	7.07383e-06
Not Available	Multi-Family with 5+ Units	AR, 00500	0	1	0	33	1291	9.32817e-06
Not Available	Single-Family Attached	AR, 00500	0	1	0	76	32	2.31218e-07
Not Available	Single-Family Detached	AR, 00500	0	1	0	216	5573	4.0268e-05
0-100%	Mobile Home	AR, 00600	1	0	0	62	621	4.55575e-06
0-100%	Multi-Family with 2 - 4 Units	AR, 00600	1	0	0	90	1719	1.24178e-05
0-100%	Multi-Family with 5+ Units	AR, 00600	1	0	0	45	850	6.75975e-06
0-100%	Single-Family Attached	AR, 00600	0.987928	0	0.0120719	185	83	8.80112e-07
0-100%	Single-Family Detached	AR, 00600	1	0	0	241	3878	3.14965e-05
100-150%	Mobile Home	AR, 00600	1	0	0	42	460	3.53004e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 00600	1	0	0	36	543	6.57473e-06
100-150%	Multi-Family with 5+ Units	AR, 00600	1	0	0	30	665	4.06716e-06
100-150%	Single-Family Attached	AR, 00600	0.987921	0	0.0120788	149	171	5.93862e-07
100-150%	Single-Family Detached	AR, 00600	0.979173	0	0.0208272	221	3409	2.83547e-05
150-200%	Mobile Home	AR, 00600	1	0	0	32	341	2.62668e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00600	1	0	0	35	1035	4.44633e-06
150-200%	Multi-Family with 5+ Units	AR, 00600	1	0	0	15	466	3.32306e-06
150-200%	Single-Family Attached	AR, 00600	0.982612	0	0.0173881	127	37	4.26114e-07
150-200%	Single-Family Detached	AR, 00600	1	0	0	221	3414	2.35858e-05
200-300%	Mobile Home	AR, 00600	1	0	0	40	540	3.67599e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 00600	1	0	0	22	356	3.63869e-06
200-300%	Multi-Family with 5+ Units	AR, 00600	1	0	0	16	608	4.76336e-06
200-300%	Single-Family Attached	AR, 00600	0.981563	0	0.0184372	179	67	5.94217e-07
200-300%	Single-Family Detached	AR, 00600	0.998109	0	0.00189072	354	5289	3.90616e-05
300-400%	Mobile Home	AR, 00600	1	0	0	18	270	1.98106e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00600	1	0	0	21	384	2.11139e-06
300-400%	Multi-Family with 5+ Units	AR, 00600	0.954397	0	0.0456026	13	307	2.75681e-06
300-400%	Single-Family Attached	AR, 00600	1	0	0	93	54	3.34795e-07
300-400%	Single-Family Detached	AR, 00600	0.998786	0	0.00121359	285	4120	2.85926e-05
400%+	Mobile Home	AR, 00600	1	0	0	29	283	2.24405e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00600	1	0	0	18	276	2.73164e-06
400%+	Multi-Family with 5+ Units	AR, 00600	1	0	0	22	555	3.87074e-06
400%+	Single-Family Attached	AR, 00600	0.987589	0	0.0124107	236	64	6.93765e-07
400%+	Single-Family Detached	AR, 00600	0.999764	0	0.00023571	612	8485	6.05408e-05
Not Available	Mobile Home	AR, 00600	0	1	0	53	816	6.03922e-06
Not Available	Multi-Family with 2 - 4 Units	AR, 00600	0	1	0	51	1437	1.06353e-05
Not Available	Multi-Family with 5+ Units	AR, 00600	0	1	0	19	462	3.41927e-06
Not Available	Single-Family Attached	AR, 00600	0	1	0	76	34	2.51634e-07
Not Available	Single-Family Detached	AR, 00600	0	1	0	191	4617	3.41705e-05
0-100%	Mobile Home	AR, 00700	0.988314	0	0.0116861	66	1198	8.90117e-06
0-100%	Multi-Family with 2 - 4 Units	AR, 00700	1	0	0	110	1892	1.44209e-05
0-100%	Multi-Family with 5+ Units	AR, 00700	1	0	0	63	1230	8.07434e-06
0-100%	Single-Family Attached	AR, 00700	0.987928	0	0.0120719	185	139	6.6221e-07
0-100%	Single-Family Detached	AR, 00700	0.998433	0	0.0015667	277	4468	4.00856e-05
100-150%	Mobile Home	AR, 00700	0.996094	0	0.00390625	59	1024	6.65745e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 00700	1	0	0	42	759	4.7543e-06
100-150%	Multi-Family with 5+ Units	AR, 00700	1	0	0	20	228	1.73882e-06
100-150%	Single-Family Attached	AR, 00700	1	0	0	10	97	4.09848e-07
100-150%	Single-Family Detached	AR, 00700	1	0	0	251	3682	2.61317e-05
150-200%	Mobile Home	AR, 00700	0.983968	0	0.0160321	41	499	5.23636e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00700	1	0	0	22	265	2.95332e-06
150-200%	Multi-Family with 5+ Units	AR, 00700	0.998663	0	0.00133711	465	84	1.11344e-06
150-200%	Single-Family Attached	AR, 00700	0.982612	0	0.0173881	127	5	3.53216e-07
150-200%	Single-Family Detached	AR, 00700	0.99934	0	0.000660066	210	3030	2.17615e-05
200-300%	Mobile Home	AR, 00700	1	0	0	71	1113	7.62597e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 00700	1	0	0	28	610	3.44101e-06
200-300%	Multi-Family with 5+ Units	AR, 00700	1	0	0	10	234	1.25868e-06
200-300%	Single-Family Attached	AR, 00700	0.981563	0	0.0184372	179	43	5.43498e-07
200-300%	Single-Family Detached	AR, 00700	0.99732	0	0.00268001	351	5597	3.98938e-05
300-400%	Mobile Home	AR, 00700	1	0	0	50	773	5.16022e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00700	0.999051	0	0.000948917	262	254	1.70172e-06
300-400%	Multi-Family with 5+ Units	AR, 00700	0.990901	0	0.00909918	427	13	6.48942e-07
300-400%	Single-Family Attached	AR, 00700	1	0	0	93	22	3.34923e-07
300-400%	Single-Family Detached	AR, 00700	1	0	0	273	4040	2.8827e-05
400%+	Mobile Home	AR, 00700	1	0	0	44	744	6.11181e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00700	0.99194	0	0.00806045	307	132	1.74741e-06
400%+	Multi-Family with 5+ Units	AR, 00700	0.993136	0	0.00686354	612	106	1.22259e-06
400%+	Single-Family Attached	AR, 00700	0.987589	0	0.0124107	236	112	7.9697e-07
400%+	Single-Family Detached	AR, 00700	0.999861	0	0.000138947	506	7197	5.11038e-05
Not Available	Mobile Home	AR, 00700	0	1	0	78	1470	1.09043e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 00700	0	1	0	37	888	6.58705e-06
Not Available	Multi-Family with 5+ Units	AR, 00700	0	1	0	19	390	2.89295e-06
Not Available	Single-Family Attached	AR, 00700	0	1	0	76	5	3.70892e-08
Not Available	Single-Family Detached	AR, 00700	0	1	0	305	6598	4.89431e-05
0-100%	Mobile Home	AR, 00800	0.963947	0	0.0360531	75	1054	1.03475e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 00800	1	0	0	73	969	8.34423e-06
0-100%	Multi-Family with 5+ Units	AR, 00800	1	0	0	53	967	7.44334e-06
0-100%	Single-Family Attached	AR, 00800	0.987928	0	0.0120719	185	50	4.5155e-07
0-100%	Single-Family Detached	AR, 00800	0.997333	0	0.00266738	256	3749	3.29187e-05
100-150%	Mobile Home	AR, 00800	1	0	0	88	1687	8.94521e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 00800	1	0	0	37	610	4.27542e-06
100-150%	Multi-Family with 5+ Units	AR, 00800	1	0	0	24	342	3.48014e-06
100-150%	Single-Family Attached	AR, 00800	0.987921	0	0.0120788	149	65	3.10899e-07
100-150%	Single-Family Detached	AR, 00800	1	0	0	235	3319	2.46139e-05
150-200%	Mobile Home	AR, 00800	0.971154	0	0.0288462	53	936	6.89924e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00800	1	0	0	21	596	2.39627e-06
150-200%	Multi-Family with 5+ Units	AR, 00800	1	0	0	22	473	2.32782e-06
150-200%	Single-Family Attached	AR, 00800	0.982612	0	0.0173881	127	46	2.76805e-07
150-200%	Single-Family Detached	AR, 00800	1	0	0	233	3106	2.24587e-05
200-300%	Mobile Home	AR, 00800	1	0	0	84	1289	1.0099e-05
200-300%	Multi-Family with 2 - 4 Units	AR, 00800	1	0	0	13	158	1.55628e-06
200-300%	Multi-Family with 5+ Units	AR, 00800	1	0	0	21	326	2.7855e-06
200-300%	Single-Family Attached	AR, 00800	0.981563	0	0.0184372	179	82	4.40957e-07
200-300%	Single-Family Detached	AR, 00800	0.993095	0	0.00690489	358	5793	4.0918e-05
300-400%	Mobile Home	AR, 00800	1	0	0	51	930	6.94098e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00800	0.999051	0	0.000948917	262	36	9.77906e-07
300-400%	Multi-Family with 5+ Units	AR, 00800	0.990901	0	0.00909918	427	191	9.05787e-07
300-400%	Single-Family Attached	AR, 00800	1	0	0	93	13	2.81387e-07
300-400%	Single-Family Detached	AR, 00800	0.985642	0	0.0143583	269	4527	3.12184e-05
400%+	Mobile Home	AR, 00800	1	0	0	75	1442	1.07528e-05
400%+	Multi-Family with 2 - 4 Units	AR, 00800	0.99194	0	0.00806045	307	320	2.23257e-06
400%+	Multi-Family with 5+ Units	AR, 00800	0.993136	0	0.00686354	612	155	1.11121e-06
400%+	Single-Family Attached	AR, 00800	0.987589	0	0.0124107	236	89	7.76527e-07
400%+	Single-Family Detached	AR, 00800	1	0	0	523	8580	6.17667e-05
Not Available	Mobile Home	AR, 00800	0	1	0	79	1867	1.37353e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 00800	0	1	0	21	439	3.22967e-06
Not Available	Multi-Family with 5+ Units	AR, 00800	0	1	0	19	553	4.06835e-06
Not Available	Single-Family Attached	AR, 00800	0	1	0	76	122	8.9754e-07
Not Available	Single-Family Detached	AR, 00800	0	1	0	213	4926	3.624e-05
0-100%	Mobile Home	AR, 00900	0.930427	0	0.0695725	45	1193	1.07345e-05
0-100%	Multi-Family with 2 - 4 Units	AR, 00900	1	0	0	59	1881	1.3135e-05
0-100%	Multi-Family with 5+ Units	AR, 00900	1	0	0	93	3253	2.42901e-05
0-100%	Single-Family Attached	AR, 00900	0.880952	0	0.119048	16	294	2.01757e-06
0-100%	Single-Family Detached	AR, 00900	1	0	0	212	5533	4.69774e-05
100-150%	Mobile Home	AR, 00900	0.956235	0	0.0437655	45	1211	6.81488e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 00900	1	0	0	35	983	6.93789e-06
100-150%	Multi-Family with 5+ Units	AR, 00900	1	0	0	52	2060	1.31045e-05
100-150%	Single-Family Attached	AR, 00900	1	0	0	12	173	1.21816e-06
100-150%	Single-Family Detached	AR, 00900	0.996448	0	0.0035524	188	4504	3.69012e-05
150-200%	Mobile Home	AR, 00900	1	0	0	32	876	5.49189e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 00900	1	0	0	17	348	4.97462e-06
150-200%	Multi-Family with 5+ Units	AR, 00900	1	0	0	30	863	1.06078e-05
150-200%	Single-Family Attached	AR, 00900	1	0	0	12	178	1.05793e-06
150-200%	Single-Family Detached	AR, 00900	0.997597	0	0.00240332	179	4577	3.55375e-05
200-300%	Mobile Home	AR, 00900	1	0	0	33	765	8.17773e-06
200-300%	Multi-Family with 2 - 4 Units	AR, 00900	1	0	0	34	1110	6.62351e-06
200-300%	Multi-Family with 5+ Units	AR, 00900	0.990525	0	0.00947459	53	2322	1.74633e-05
200-300%	Single-Family Attached	AR, 00900	0.930909	0	0.0690909	18	275	1.89268e-06
200-300%	Single-Family Detached	AR, 00900	0.989414	0	0.0105857	389	8502	6.83483e-05
300-400%	Mobile Home	AR, 00900	1	0	0	27	659	4.64482e-06
300-400%	Multi-Family with 2 - 4 Units	AR, 00900	1	0	0	17	311	3.07712e-06
300-400%	Multi-Family with 5+ Units	AR, 00900	1	0	0	59	1918	1.15841e-05
300-400%	Single-Family Attached	AR, 00900	1	0	0	10	128	1.42005e-06
300-400%	Single-Family Detached	AR, 00900	0.994482	0	0.0055176	345	7612	5.71485e-05
400%+	Mobile Home	AR, 00900	1	0	0	42	1039	5.93425e-06
400%+	Multi-Family with 2 - 4 Units	AR, 00900	1	0	0	14	459	2.31201e-06
400%+	Multi-Family with 5+ Units	AR, 00900	0.992135	0	0.00786473	71	2543	1.72668e-05
400%+	Single-Family Attached	AR, 00900	1	0	0	23	417	3.05601e-06
400%+	Single-Family Detached	AR, 00900	0.994165	0	0.00583467	1156	25537	0.000164589
Not Available	Mobile Home	AR, 00900	0	1	0	30	1380	1.00438e-05
Not Available	Multi-Family with 2 - 4 Units	AR, 00900	0	1	0	41	1445	1.05168e-05
Not Available	Multi-Family with 5+ Units	AR, 00900	0	1	0	52	2310	1.68124e-05
Not Available	Single-Family Attached	AR, 00900	0	1	0	76	214	1.55751e-06
Not Available	Single-Family Detached	AR, 00900	0	1	0	174	6739	4.90468e-05
0-100%	Mobile Home	AR, 01000	1	0	0	10	268	3.11312e-06
0-100%	Multi-Family with 2 - 4 Units	AR, 01000	1	0	0	39	1091	8.98713e-06
0-100%	Multi-Family with 5+ Units	AR, 01000	1	0	0	122	4445	3.60045e-05
0-100%	Single-Family Attached	AR, 01000	0.987928	0	0.0120719	185	194	1.47916e-06
0-100%	Single-Family Detached	AR, 01000	0.983566	0	0.0164342	209	5233	4.42134e-05
100-150%	Mobile Home	AR, 01000	1	0	0	12	308	1.82172e-06
100-150%	Multi-Family with 2 - 4 Units	AR, 01000	1	0	0	16	434	3.96195e-06
100-150%	Multi-Family with 5+ Units	AR, 01000	1	0	0	68	2285	1.7382e-05
100-150%	Single-Family Attached	AR, 01000	0.987921	0	0.0120788	149	173	1.07457e-06
100-150%	Single-Family Detached	AR, 01000	0.989313	0	0.010687	163	3930	3.34341e-05
150-200%	Mobile Home	AR, 01000	0.988257	0	0.0117426	994	242	1.3635e-06
150-200%	Multi-Family with 2 - 4 Units	AR, 01000	1	0	0	24	726	3.55307e-06
150-200%	Multi-Family with 5+ Units	AR, 01000	1	0	0	59	1992	1.5804e-05
