Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=None	Option=Yes	Option=Void	source_count	source_weight	sampling_probability
0-100%	Single-Family Detached	SD	Renter	<1940	0.488686	0.511314	0	0.0124236	1.04795	9.35558e-06
0-100%	Single-Family Detached	TN	Not Available	1940s	0	0	1	0.380473	468.87	0
0-100%	Single-Family Detached	TN	Not Available	1950s	0	0	1	0.20487	1324.94	0
0-100%	Single-Family Detached	TN	Not Available	1960s	0	0	1	0.256088	1358.72	0
0-100%	Single-Family Detached	TN	Not Available	1970s	0	0	1	0.36584	1983.66	0
0-100%	Single-Family Detached	TN	Not Available	1980s	0	0	1	0.307305	1773.9	0
0-100%	Single-Family Detached	TN	Not Available	1990s	0	0	1	0.402424	2152.5	0
0-100%	Single-Family Detached	TN	Not Available	2000s	0	0	1	0.54876	2130.95	0
0-100%	Single-Family Detached	TN	Not Available	2010s	0	0	1	0.197553	981.276	0
0-100%	Single-Family Detached	TN	Not Available	<1940	0	0	1	0.380473	1211.67	0
0-100%	Single-Family Detached	TN	Owner	1940s	0	1	0	0.116891	131.556	7.00011e-05
0-100%	Single-Family Detached	TN	Owner	1950s	0	1	0	0.0629413	371.753	0.000126897
0-100%	Single-Family Detached	TN	Owner	1960s	0	1	0	0.0786766	381.23	0.000105772
0-100%	Single-Family Detached	TN	Owner	1970s	0	1	0	0.112395	556.578	0.00013195
0-100%	Single-Family Detached	TN	Owner	1980s	0	1	0	0.094412	497.722	7.15809e-05
0-100%	Single-Family Detached	TN	Owner	1990s	0	1	0	0.123635	603.951	9.37078e-05
0-100%	Single-Family Detached	TN	Owner	2000s	0	1	0	0.168593	597.904	7.73579e-05
0-100%	Single-Family Detached	TN	Owner	2010s	0	1	0	0.0606934	275.327	2.66435e-05
0-100%	Single-Family Detached	TN	Owner	<1940	0	1	0	0.116891	339.971	8.5228e-05
0-100%	Single-Family Detached	TN	Renter	1940s	0.247791	0.752209	0	0.0751536	103.706	4.16027e-05
0-100%	Single-Family Detached	TN	Renter	1950s	0.541794	0.458206	0	0.0404673	293.055	7.86188e-05
0-100%	Single-Family Detached	TN	Renter	1960s	0	1	0	0.0505841	300.526	6.85259e-05
0-100%	Single-Family Detached	TN	Renter	1970s	0.177758	0.822242	0	0.072263	438.753	7.79241e-05
0-100%	Single-Family Detached	TN	Renter	1980s	0.270394	0.729606	0	0.060701	392.357	5.24451e-05
0-100%	Single-Family Detached	TN	Renter	1990s	0.227573	0.772427	0	0.0794893	476.098	6.49024e-05
0-100%	Single-Family Detached	TN	Renter	2000s	0	1	0	0.108395	471.331	5.47137e-05
0-100%	Single-Family Detached	TN	Renter	2010s	0	1	0	0.039022	217.042	1.86959e-05
0-100%	Single-Family Detached	TN	Renter	<1940	0.247791	0.752209	0	0.0751536	268.001	5.18523e-05
0-100%	Single-Family Detached	TX	Not Available	1940s	0	0	1	0.177109	642.757	0
0-100%	Single-Family Detached	TX	Not Available	1950s	0	0	1	0.246225	3149.98	0
0-100%	Single-Family Detached	TX	Not Available	1960s	0	0	1	0.250545	2888.78	0
0-100%	Single-Family Detached	TX	Not Available	1970s	0	0	1	0.423334	4568.45	0
0-100%	Single-Family Detached	TX	Not Available	1980s	0	0	1	0.440613	4570.23	0
0-100%	Single-Family Detached	TX	Not Available	1990s	0	0	1	0.444933	4652.99	0
0-100%	Single-Family Detached	TX	Not Available	2000s	0	0	1	0.630682	5997.82	0
0-100%	Single-Family Detached	TX	Not Available	2010s	0	0	1	0.49245	4684.03	0
0-100%	Single-Family Detached	TX	Not Available	<1940	0	0	1	0.177109	1661.03	0
0-100%	Single-Family Detached	TX	Owner	1940s	0.301772	0.698228	0	0.112571	400.152	0.00019409
0-100%	Single-Family Detached	TX	Owner	1950s	0.218819	0.781181	0	0.156501	1961.04	0.000440491
0-100%	Single-Family Detached	TX	Owner	1960s	0.0825155	0.917485	0	0.159247	1798.43	0.000322443
0-100%	Single-Family Detached	TX	Owner	1970s	0.145651	0.854349	0	0.269072	2844.12	0.000419668
0-100%	Single-Family Detached	TX	Owner	1980s	0.0418374	0.958163	0	0.280054	2845.23	0.000318588
0-100%	Single-Family Detached	TX	Owner	1990s	0.0968227	0.903177	0	0.2828	2896.75	0.000297842
0-100%	Single-Family Detached	TX	Owner	2000s	0.0422613	0.957739	0	0.400862	3733.98	0.000319702
0-100%	Single-Family Detached	TX	Owner	2010s	0.0348068	0.965193	0	0.313002	2916.08	0.000142025
0-100%	Single-Family Detached	TX	Owner	<1940	0.301772	0.698228	0	0.112571	1034.09	0.000194296
0-100%	Single-Family Detached	TX	Renter	1940s	0.529081	0.470919	0	0.00726562	28.61	0.000107966
0-100%	Single-Family Detached	TX	Renter	1950s	0.42135	0.57865	0	0.010101	140.21	0.000242888
0-100%	Single-Family Detached	TX	Renter	1960s	0.189491	0.810509	0	0.0102782	128.584	0.000180494
0-100%	Single-Family Detached	TX	Renter	1970s	0.307081	0.692919	0	0.0173666	203.348	0.000210749
0-100%	Single-Family Detached	TX	Renter	1980s	0.101936	0.898064	0	0.0180754	203.427	0.000178097
0-100%	Single-Family Detached	TX	Renter	1990s	0.217941	0.782059	0	0.0182526	207.111	0.000156618
0-100%	Single-Family Detached	TX	Renter	2000s	0.102903	0.897097	0	0.0258727	266.971	0.000202136
0-100%	Single-Family Detached	TX	Renter	2010s	0.0857093	0.914291	0	0.020202	208.493	8.64881e-05
0-100%	Single-Family Detached	TX	Renter	<1940	0.529081	0.470919	0	0.00726562	73.9348	0.000116072
0-100%	Single-Family Detached	UT	Not Available	1940s	0	0	1	0.0406292	5.06655	0
0-100%	Single-Family Detached	UT	Not Available	1950s	0	0	1	0.187519	16.8825	0
0-100%	Single-Family Detached	UT	Not Available	1960s	0	0	1	0.0375039	13.1751	0
0-100%	Single-Family Detached	UT	Not Available	1970s	0	0	1	0.0406292	18.596	0
0-100%	Single-Family Detached	UT	Not Available	1980s	0	0	1	0.0406292	16.3965	0
0-100%	Single-Family Detached	UT	Not Available	1990s	0	0	1	0.087509	40.3492	0
0-100%	Single-Family Detached	UT	Not Available	2000s	0	0	1	0.115637	45.8438	0
0-100%	Single-Family Detached	UT	Not Available	2010s	0	0	1	0.0687571	28.5862	0
0-100%	Single-Family Detached	UT	Not Available	<1940	0	0	1	0.0406292	13.0931	0
0-100%	Single-Family Detached	UT	Owner	1940s	0	1	0	0.0285269	5.06655	1.04816e-05
0-100%	Single-Family Detached	UT	Owner	1950s	0.0543802	0.94562	0	0.131662	16.8825	2.10962e-05
0-100%	Single-Family Detached	UT	Owner	1960s	0	1	0	0.0263325	13.1751	1.30092e-05
0-100%	Single-Family Detached	UT	Owner	1970s	0	1	0	0.0285269	18.596	2.8652e-05
0-100%	Single-Family Detached	UT	Owner	1980s	0	1	0	0.0285269	16.3965	1.47793e-05
0-100%	Single-Family Detached	UT	Owner	1990s	0.106411	0.893589	0	0.0614425	40.3492	2.41887e-05
0-100%	Single-Family Detached	UT	Owner	2000s	0	1	0	0.0811919	45.8438	2.16918e-05
0-100%	Single-Family Detached	UT	Owner	2010s	0	1	0	0.0482762	28.5862	8.27817e-06
0-100%	Single-Family Detached	UT	Owner	<1940	0	1	0	0.0285269	13.0931	2.00259e-05
0-100%	Single-Family Detached	UT	Renter	1940s	0	1	0	6.37506e-23	1.40587e-40	4.69393e-06
0-100%	Single-Family Detached	UT	Renter	1950s	0.423359	0.576641	0	2.94233e-22	4.68457e-40	9.36329e-06
0-100%	Single-Family Detached	UT	Renter	1960s	0	1	0	5.88467e-23	3.65582e-40	5.10384e-06
0-100%	Single-Family Detached	UT	Renter	1970s	0	1	0	6.37506e-23	5.16001e-40	1.05993e-05
0-100%	Single-Family Detached	UT	Renter	1980s	0	1	0	6.37506e-23	4.54971e-40	5.6692e-06
0-100%	Single-Family Detached	UT	Renter	1990s	0.603221	0.396779	0	1.37309e-22	1.11961e-39	9.14547e-06
0-100%	Single-Family Detached	UT	Renter	2000s	0	1	0	1.81444e-22	1.27207e-39	8.55212e-06
0-100%	Single-Family Detached	UT	Renter	2010s	0	1	0	1.07886e-22	7.9321e-40	5.5175e-06
0-100%	Single-Family Detached	UT	Renter	<1940	0	1	0	6.37506e-23	3.63308e-40	8.62678e-06
0-100%	Single-Family Detached	VA	Not Available	1940s	0	0	1	0.0366516	90.9736	0
0-100%	Single-Family Detached	VA	Not Available	1950s	0	0	1	0.0413809	351.199	0
0-100%	Single-Family Detached	VA	Not Available	1960s	0	0	1	0.0354693	270.901	0
0-100%	Single-Family Detached	VA	Not Available	1970s	0	0	1	0.037834	270.522	0
0-100%	Single-Family Detached	VA	Not Available	1980s	0	0	1	0.0650271	486.395	0
0-100%	Single-Family Detached	VA	Not Available	1990s	0	0	1	0.0520217	407.126	0
0-100%	Single-Family Detached	VA	Not Available	2000s	0	0	1	0.0520217	345.327	0
0-100%	Single-Family Detached	VA	Not Available	2010s	0	0	1	0.0236462	150.92	0
0-100%	Single-Family Detached	VA	Not Available	<1940	0	0	1	0.0366516	235.097	0
0-100%	Single-Family Detached	VA	Owner	1940s	0	1	0	0.0194696	45.6375	5.22051e-05
0-100%	Single-Family Detached	VA	Owner	1950s	0	1	0	0.0219819	176.182	0.000104105
0-100%	Single-Family Detached	VA	Owner	1960s	0	1	0	0.0188416	135.899	7.95856e-05
0-100%	Single-Family Detached	VA	Owner	1970s	0	1	0	0.0200977	135.709	0.000100204
0-100%	Single-Family Detached	VA	Owner	1980s	0	1	0	0.0345429	244.003	5.57631e-05
0-100%	Single-Family Detached	VA	Owner	1990s	0	1	0	0.0276343	204.237	5.77943e-05
0-100%	Single-Family Detached	VA	Owner	2000s	0	1	0	0.0276343	173.235	4.98716e-05
0-100%	Single-Family Detached	VA	Owner	2010s	0	1	0	0.0125611	75.71	1.48531e-05
0-100%	Single-Family Detached	VA	Owner	<1940	0	1	0	0.0194696	117.938	9.49968e-05
0-100%	Single-Family Detached	VA	Renter	1940s	0.34865	0.65135	0	0.0300716	7.74204	2.72938e-05
0-100%	Single-Family Detached	VA	Renter	1950s	0.369008	0.630992	0	0.0339518	29.8878	5.24724e-05
0-100%	Single-Family Detached	VA	Renter	1960s	0	1	0	0.0291015	23.0543	4.3478e-05
0-100%	Single-Family Detached	VA	Renter	1970s	0.336964	0.663036	0	0.0310416	23.022	5.15256e-05
0-100%	Single-Family Detached	VA	Renter	1980s	0.409097	0.590903	0	0.0533528	41.3933	4.18822e-05
0-100%	Single-Family Detached	VA	Renter	1990s	0.291537	0.708463	0	0.0426822	34.6473	4.26761e-05
0-100%	Single-Family Detached	VA	Renter	2000s	0	1	0	0.0426822	29.388	3.40188e-05
0-100%	Single-Family Detached	VA	Renter	2010s	0	1	0	0.019401	12.8436	1.20138e-05
0-100%	Single-Family Detached	VA	Renter	<1940	0.34865	0.65135	0	0.0300716	20.0072	5.08162e-05
0-100%	Single-Family Detached	VT	Not Available	1940s	0	0	1	0.112494	4.8797	0
0-100%	Single-Family Detached	VT	Not Available	1950s	0	0	1	0.0348195	5.48322	0
0-100%	Single-Family Detached	VT	Not Available	1960s	0	0	1	0.037498	4.96535	0
0-100%	Single-Family Detached	VT	Not Available	1970s	0	0	1	0.0696391	8.90477	0
0-100%	Single-Family Detached	VT	Not Available	1980s	0	0	1	0.0696391	10.058	0
0-100%	Single-Family Detached	VT	Not Available	1990s	0	0	1	0.0535685	7.4729	0
0-100%	Single-Family Detached	VT	Not Available	2000s	0	0	1	0.0401764	5.66646	0
0-100%	Single-Family Detached	VT	Not Available	2010s	0	0	1	0.179455	2.37587	0
0-100%	Single-Family Detached	VT	Not Available	<1940	0	0	1	0.112494	12.6103	0
0-100%	Single-Family Detached	VT	Owner	1940s	0.15897	0.84103	0	0.0760408	3.14409	2.74086e-06
0-100%	Single-Family Detached	VT	Owner	1950s	0	1	0	0.0235364	3.53295	5.89349e-06
0-100%	Single-Family Detached	VT	Owner	1960s	0.353338	0.646662	0	0.0253469	3.19928	5.34688e-06
0-100%	Single-Family Detached	VT	Owner	1970s	0.232505	0.767495	0	0.0470728	5.73753	8.95601e-06
0-100%	Single-Family Detached	VT	Owner	1980s	0.240314	0.759686	0	0.0470728	6.48059	7.11619e-06
0-100%	Single-Family Detached	VT	Owner	1990s	0	1	0	0.0362099	4.81494	5.47098e-06
0-100%	Single-Family Detached	VT	Owner	2000s	0	1	0	0.0271574	3.65102	5.60789e-06
0-100%	Single-Family Detached	VT	Owner	2010s	0.0384257	0.961574	0	0.121303	1.53082	9.69636e-07
0-100%	Single-Family Detached	VT	Owner	<1940	0.15897	0.84103	0	0.0760408	8.12505	1.89e-05
0-100%	Single-Family Detached	VT	Renter	1940s	0.468391	0.531609	0	0.00759321	0.189962	4.00653e-07
0-100%	Single-Family Detached	VT	Renter	1950s	0	1	0	0.00235028	0.213456	8.7429e-07
0-100%	Single-Family Detached	VT	Renter	1960s	0.71807	0.28193	0	0.00253107	0.193296	1.09438e-06
0-100%	Single-Family Detached	VT	Renter	1970s	0.585427	0.414573	0	0.00470056	0.346654	1.82828e-06
0-100%	Single-Family Detached	VT	Renter	1980s	0.595886	0.404114	0	0.00470056	0.391548	2.46657e-06
0-100%	Single-Family Detached	VT	Renter	1990s	0	1	0	0.00361581	0.290912	1.86006e-06
0-100%	Single-Family Detached	VT	Renter	2000s	0	1	0	0.00271186	0.220589	1.65952e-06
0-100%	Single-Family Detached	VT	Renter	2010s	0.157025	0.842975	0	0.012113	0.0924902	5.16204e-07
0-100%	Single-Family Detached	VT	Renter	<1940	0.468391	0.531609	0	0.00759321	0.490904	3.40531e-06
0-100%	Single-Family Detached	WA	Not Available	1940s	0	0	1	0.0879907	164.108	0
0-100%	Single-Family Detached	WA	Not Available	1950s	0	0	1	0.0447953	256.179	0
0-100%	Single-Family Detached	WA	Not Available	1960s	0	0	1	0.0399958	236.805	0
0-100%	Single-Family Detached	WA	Not Available	1970s	0	0	1	0.0735922	404.642	0
0-100%	Single-Family Detached	WA	Not Available	1980s	0	0	1	0.0351963	200.026	0
0-100%	Single-Family Detached	WA	Not Available	1990s	0	0	1	0.0767919	447.187	0
0-100%	Single-Family Detached	WA	Not Available	2000s	0	0	1	0.0623934	316.205	0
0-100%	Single-Family Detached	WA	Not Available	2010s	0	0	1	0.0527944	240.748	0
0-100%	Single-Family Detached	WA	Not Available	<1940	0	0	1	0.0879907	424.092	0
0-100%	Single-Family Detached	WA	Owner	1940s	0.250373	0.749627	0	0.0351702	72.8287	4.17221e-05
0-100%	Single-Family Detached	WA	Owner	1950s	0	1	0	0.0179048	113.688	6.33499e-05
0-100%	Single-Family Detached	WA	Owner	1960s	0	1	0	0.0159864	105.091	4.44057e-05
0-100%	Single-Family Detached	WA	Owner	1970s	0.068292	0.931708	0	0.029415	179.574	6.65695e-05
0-100%	Single-Family Detached	WA	Owner	1980s	0	1	0	0.0140681	88.7688	4.08953e-05
0-100%	Single-Family Detached	WA	Owner	1990s	0	1	0	0.030694	198.455	6.19028e-05
0-100%	Single-Family Detached	WA	Owner	2000s	0	1	0	0.0249388	140.327	5.32319e-05
0-100%	Single-Family Detached	WA	Owner	2010s	0	1	0	0.0211021	106.84	1.79682e-05
0-100%	Single-Family Detached	WA	Owner	<1940	0.250373	0.749627	0	0.0351702	188.206	7.43645e-05
0-100%	Single-Family Detached	WA	Renter	1940s	0.486531	0.513469	0	0.0484667	18.2883	2.31665e-05
0-100%	Single-Family Detached	WA	Renter	1950s	0	1	0	0.0246739	28.5488	3.30718e-05
0-100%	Single-Family Detached	WA	Renter	1960s	0	1	0	0.0220303	26.3898	2.61229e-05
0-100%	Single-Family Detached	WA	Renter	1970s	0.172146	0.827854	0	0.0405357	45.0937	3.81472e-05
0-100%	Single-Family Detached	WA	Renter	1980s	0	1	0	0.0193867	22.2911	2.71835e-05
0-100%	Single-Family Detached	WA	Renter	1990s	0	1	0	0.0422982	49.8349	4.07613e-05
0-100%	Single-Family Detached	WA	Renter	2000s	0	1	0	0.0343673	35.2382	3.44126e-05
0-100%	Single-Family Detached	WA	Renter	2010s	0	1	0	0.02908	26.8292	1.5125e-05
0-100%	Single-Family Detached	WA	Renter	<1940	0.486531	0.513469	0	0.0484667	47.2613	4.6294e-05
0-100%	Single-Family Detached	WI	Not Available	1940s	0	0	1	0.0699119	142.591	0
0-100%	Single-Family Detached	WI	Not Available	1950s	0	0	1	0.0454982	322.04	0
0-100%	Single-Family Detached	WI	Not Available	1960s	0	0	1	0.0266331	161.991	0
0-100%	Single-Family Detached	WI	Not Available	1970s	0	0	1	0.0521565	321.473	0
0-100%	Single-Family Detached	WI	Not Available	1980s	0	0	1	0.015536	94.1753	0
0-100%	Single-Family Detached	WI	Not Available	1990s	0	0	1	0.0277428	230.503	0
0-100%	Single-Family Detached	WI	Not Available	2000s	0	0	1	0.031072	175.828	0
0-100%	Single-Family Detached	WI	Not Available	2010s	0	0	1	0.0122068	61.1754	0
0-100%	Single-Family Detached	WI	Not Available	<1940	0	0	1	0.0699119	368.489	0
0-100%	Single-Family Detached	WI	Owner	1940s	0.0420693	0.957931	0	0.198777	48.8611	3.81534e-05
0-100%	Single-Family Detached	WI	Owner	1950s	0.021299	0.978701	0	0.129363	110.352	7.70666e-05
0-100%	Single-Family Detached	WI	Owner	1960s	0.036072	0.963928	0	0.0757247	55.5089	4.68402e-05
0-100%	Single-Family Detached	WI	Owner	1970s	0.0188564	0.981144	0	0.148294	110.158	6.1914e-05
0-100%	Single-Family Detached	WI	Owner	1980s	0	1	0	0.0441728	32.2706	2.93268e-05
0-100%	Single-Family Detached	WI	Owner	1990s	0	1	0	0.0788799	78.9855	4.28414e-05
0-100%	Single-Family Detached	WI	Owner	2000s	0	1	0	0.0883455	60.2501	3.27112e-05
0-100%	Single-Family Detached	WI	Owner	2010s	0.0818551	0.918145	0	0.0347072	20.9627	8.09449e-06
0-100%	Single-Family Detached	WI	Owner	<1940	0.0420693	0.957931	0	0.198777	126.268	0.000126413
0-100%	Single-Family Detached	WI	Renter	1940s	0.185465	0.814535	0	0.0724679	24.5133	1.3783e-05
0-100%	Single-Family Detached	WI	Renter	1950s	0.101391	0.898609	0	0.0471616	55.3629	2.87218e-05
0-100%	Single-Family Detached	WI	Renter	1960s	0.162493	0.837507	0	0.0276068	27.8484	1.90369e-05
0-100%	Single-Family Detached	WI	Renter	1970s	0.0906139	0.909386	0	0.0540633	55.2654	2.22392e-05
0-100%	Single-Family Detached	WI	Renter	1980s	0	1	0	0.016104	16.1899	1.48982e-05
0-100%	Single-Family Detached	WI	Renter	1990s	0	1	0	0.0287571	39.6265	2.17789e-05
0-100%	Single-Family Detached	WI	Renter	2000s	0	1	0	0.0322079	30.2271	2.15333e-05
0-100%	Single-Family Detached	WI	Renter	2010s	0.316111	0.683889	0	0.0126531	10.5168	5.19971e-06
0-100%	Single-Family Detached	WI	Renter	<1940	0.185465	0.814535	0	0.0724679	63.3479	5.48271e-05
0-100%	Single-Family Detached	WV	Not Available	1940s	0	0	1	0.162337	158.009	0
0-100%	Single-Family Detached	WV	Not Available	1950s	0	0	1	0.132274	442.533	0
0-100%	Single-Family Detached	WV	Not Available	1960s	0	0	1	0.0841745	246.382	0
0-100%	Single-Family Detached	WV	Not Available	1970s	0	0	1	0.138287	430.616	0
0-100%	Single-Family Detached	WV	Not Available	1980s	0	0	1	0.0961994	300.395	0
0-100%	Single-Family Detached	WV	Not Available	1990s	0	0	1	0.0601246	198.694	0
0-100%	Single-Family Detached	WV	Not Available	2000s	0	0	1	0.0961994	256.094	0
0-100%	Single-Family Detached	WV	Not Available	2010s	0	0	1	1.34679	138.203	0
0-100%	Single-Family Detached	WV	Not Available	<1940	0	0	1	0.162337	408.332	0
0-100%	Single-Family Detached	WV	Owner	1940s	0.197729	0.802271	0	0.0692354	55.1017	3.38801e-05
0-100%	Single-Family Detached	WV	Owner	1950s	0	1	0	0.0564141	154.322	4.69945e-05
0-100%	Single-Family Detached	WV	Owner	1960s	0.336674	0.663326	0	0.0358999	85.9195	2.85133e-05
0-100%	Single-Family Detached	WV	Owner	1970s	0	1	0	0.0589783	150.167	4.21926e-05
0-100%	Single-Family Detached	WV	Owner	1980s	0	1	0	0.0410284	104.755	2.18927e-05
0-100%	Single-Family Detached	WV	Owner	1990s	0	1	0	0.0256428	69.2894	2.14595e-05
0-100%	Single-Family Detached	WV	Owner	2000s	0	1	0	0.0410284	89.3063	1.5368e-05
0-100%	Single-Family Detached	WV	Owner	2010s	0.0583677	0.941632	0	0.574398	48.1949	5.53969e-06
0-100%	Single-Family Detached	WV	Owner	<1940	0.197729	0.802271	0	0.0692354	142.396	7.379e-05
0-100%	Single-Family Detached	WV	Renter	1940s	0.386479	0.613521	0	0.16618	26.4928	1.60342e-05
0-100%	Single-Family Detached	WV	Renter	1950s	0	1	0	0.135406	74.1979	2.24952e-05
0-100%	Single-Family Detached	WV	Renter	1960s	0.5647	0.4353	0	0.0861675	41.31	1.59704e-05
0-100%	Single-Family Detached	WV	Renter	1970s	0	1	0	0.141561	72.1999	2.24538e-05
0-100%	Single-Family Detached	WV	Renter	1980s	0	1	0	0.0984772	50.3661	1.77045e-05
0-100%	Single-Family Detached	WV	Renter	1990s	0	1	0	0.0615482	33.3143	1.74287e-05
0-100%	Single-Family Detached	WV	Renter	2000s	0	1	0	0.0984772	42.9384	1.10854e-05
0-100%	Single-Family Detached	WV	Renter	2010s	0.136763	0.863237	0	1.37868	23.172	2.45833e-06
0-100%	Single-Family Detached	WV	Renter	<1940	0.386479	0.613521	0	0.16618	68.4636	3.45665e-05
0-100%	Single-Family Detached	WY	Not Available	1940s	0	0	1	0.13509	5.95189	0
0-100%	Single-Family Detached	WY	Not Available	1950s	0	0	1	0.0831325	16.5419	0
0-100%	Single-Family Detached	WY	Not Available	1960s	0	0	1	0.0883282	10.8634	0
0-100%	Single-Family Detached	WY	Not Available	1970s	0	0	1	0.161069	22.2513	0
0-100%	Single-Family Detached	WY	Not Available	1980s	0	0	1	0.0779367	9.87236	0
0-100%	Single-Family Detached	WY	Not Available	1990s	0	0	1	0.0623493	8.93764	0
0-100%	Single-Family Detached	WY	Not Available	2000s	0	0	1	0.0571536	7.37051	0
0-100%	Single-Family Detached	WY	Not Available	2010s	0	0	1	0.0519578	6.975	0
0-100%	Single-Family Detached	WY	Not Available	<1940	0	0	1	0.13509	15.381	0
0-100%	Single-Family Detached	WY	Owner	1940s	0	1	0	0.0710881	3.34325	4.47266e-06
0-100%	Single-Family Detached	WY	Owner	1950s	0.047649	0.952351	0	0.0437465	9.2918	7.91235e-06
0-100%	Single-Family Detached	WY	Owner	1960s	0.0601139	0.939886	0	0.0464807	6.10209	4.75605e-06
0-100%	Single-Family Detached	WY	Owner	1970s	0.039808	0.960192	0	0.0847589	12.4988	1.03255e-05
0-100%	Single-Family Detached	WY	Owner	1980s	0	1	0	0.0410124	5.54542	4.5157e-06
0-100%	Single-Family Detached	WY	Owner	1990s	0.0548263	0.945174	0	0.0328099	5.02038	3.04325e-06
0-100%	Single-Family Detached	WY	Owner	2000s	0	1	0	0.0300757	4.1401	4.84199e-06
0-100%	Single-Family Detached	WY	Owner	2010s	0.0593532	0.940647	0	0.0273416	3.91794	2.35787e-06
0-100%	Single-Family Detached	WY	Owner	<1940	0	1	0	0.0710881	8.63972	1.13153e-05
0-100%	Single-Family Detached	WY	Renter	1940s	0	1	0	0.0100811	0.373559	2.05474e-06
0-100%	Single-Family Detached	WY	Renter	1950s	0.389781	0.610219	0	0.00620373	1.03822	3.88319e-06
0-100%	Single-Family Detached	WY	Renter	1960s	0.449503	0.550497	0	0.00659146	0.681819	2.04981e-06
0-100%	Single-Family Detached	WY	Renter	1970s	0.3461	0.6539	0	0.0120197	1.39656	3.99862e-06
0-100%	Single-Family Detached	WY	Renter	1980s	0	1	0	0.005816	0.61962	3.67464e-06
0-100%	Single-Family Detached	WY	Renter	1990s	0.42547	0.57453	0	0.0046528	0.560954	2.29674e-06
0-100%	Single-Family Detached	WY	Renter	2000s	0	1	0	0.00426506	0.462596	3.65753e-06
0-100%	Single-Family Detached	WY	Renter	2010s	0.446154	0.553846	0	0.00387733	0.437772	1.17993e-06
0-100%	Single-Family Detached	WY	Renter	<1940	0	1	0	0.0100811	0.965362	3.89231e-06
100-150%	Mobile Home	AK	Not Available	1940s	0	0	1	0.103712	1.19067e-19	0
100-150%	Mobile Home	AK	Not Available	1950s	0	0	1	0.103712	0.955994	0
100-150%	Mobile Home	AK	Not Available	1960s	0	0	1	0.0732081	1.19067e-19	0
100-150%	Mobile Home	AK	Not Available	1970s	0	0	1	0.353839	8.94201	0
100-150%	Mobile Home	AK	Not Available	1980s	0	0	1	0.384343	1.52575	0
100-150%	Mobile Home	AK	Not Available	1990s	0	0	1	0.17692	1.19067e-19	0
100-150%	Mobile Home	AK	Not Available	2000s	0	0	1	0.323336	1.19067e-19	0
100-150%	Mobile Home	AK	Not Available	2010s	0	0	1	0.158618	2.27605	0
100-150%	Mobile Home	AK	Not Available	<1940	0	0	1	0.103712	1.19067e-19	0
100-150%	Mobile Home	AK	Owner	1940s	0.0942741	0.905726	0	0.0376356	2.44994e-20	9.9758e-08
100-150%	Mobile Home	AK	Owner	1950s	0.0942741	0.905726	0	0.0376356	0.196706	3.37461e-07
100-150%	Mobile Home	AK	Owner	1960s	0	1	0	0.0265663	2.44994e-20	8.7479e-07
100-150%	Mobile Home	AK	Owner	1970s	0.18107	0.81893	0	0.128404	1.83992	3.54031e-06
100-150%	Mobile Home	AK	Owner	1980s	0.0450089	0.954991	0	0.139473	0.31394	1.03795e-06
100-150%	Mobile Home	AK	Owner	1990s	0.29444	0.70556	0	0.0642019	2.44994e-20	2.08407e-07
100-150%	Mobile Home	AK	Owner	2000s	0.214627	0.785373	0	0.117335	2.44994e-20	2.20025e-07
100-150%	Mobile Home	AK	Owner	2010s	0.109103	0.890897	0	0.0575603	0.468323	2.69819e-07
100-150%	Mobile Home	AK	Owner	<1940	0.194018	0.805982	0	0.0376356	2.44994e-20	3.54009e-08
100-150%	Mobile Home	AK	Renter	1940s	0.371567	0.628433	0	0.0302224	3.55467e-20	4.11594e-08
100-150%	Mobile Home	AK	Renter	1950s	0.371567	0.628433	0	0.0302224	0.285405	1.28817e-07
100-150%	Mobile Home	AK	Renter	1960s	0	1	0	0.0213335	3.55467e-20	4.6879e-07
100-150%	Mobile Home	AK	Renter	1970s	0.556733	0.443267	0	0.103112	2.66957	2.3174e-06
100-150%	Mobile Home	AK	Renter	1980s	0.211183	0.788817	0	0.112001	0.455501	9.75945e-07
100-150%	Mobile Home	AK	Renter	1990s	0.70331	0.29669	0	0.0515559	3.55467e-20	2.43623e-07
100-150%	Mobile Home	AK	Renter	2000s	0.608206	0.391794	0	0.0942228	3.55467e-20	1.53226e-07
100-150%	Mobile Home	AK	Renter	2010s	0.410257	0.589743	0	0.0462225	0.679498	1.05877e-07
100-150%	Mobile Home	AK	Renter	<1940	0.577598	0.422402	0	0.0302224	3.55467e-20	1.90096e-08
100-150%	Mobile Home	AL	Not Available	1940s	0	0	1	6.73797	1.02668e-18	0
100-150%	Mobile Home	AL	Not Available	1950s	0	0	1	3.8984	228.492	0
100-150%	Mobile Home	AL	Not Available	1960s	0	0	1	5.82353	79.6538	0
100-150%	Mobile Home	AL	Not Available	1970s	0	0	1	1.0107	507.98	0
100-150%	Mobile Home	AL	Not Available	1980s	0	0	1	0.818182	267.144	0
100-150%	Mobile Home	AL	Not Available	1990s	0	0	1	0.481284	828.288	0
100-150%	Mobile Home	AL	Not Available	2000s	0	0	1	1.44385	549.511	0
100-150%	Mobile Home	AL	Not Available	2010s	0	0	1	0.577541	161.8	0
100-150%	Mobile Home	AL	Not Available	<1940	0	0	1	6.73797	1.02668e-18	0
