Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
150-200%	Multi-Family with 5+ Units	VA	Owner	<1940	0.024297	0.00351506	0.0102337	0.137733	0.403488	0.349596	0.0160893	0.0550481	0	33	0	5.03493e-07
150-200%	Multi-Family with 5+ Units	VA	Renter	<1940	0	0	0.00644369	0.412621	0.391185	0.174627	0.00200923	0.013114	0	12	0	1.43331e-05
200-300%	Multi-Family with 5+ Units	VA	Not Available	<1940	0	0	0	0	0	0	0	0	1	12	7699.28	0
200-300%	Multi-Family with 5+ Units	VA	Owner	<1940	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	7699.28	1.41139e-06
200-300%	Multi-Family with 5+ Units	VA	Renter	<1940	0	0	0.000962053	0.103619	0.583061	0.291882	0.0204759	0	0	15	0	2.33882e-05
300-400%	Multi-Family with 5+ Units	VA	Not Available	<1940	0	0	0	0	0	0	0	0	1	10	0	0
300-400%	Multi-Family with 5+ Units	VA	Owner	<1940	0.0398741	0.00647372	0.0185582	0.0935508	0.353565	0.426385	0.061593	0	0	50	0	9.01565e-07
300-400%	Multi-Family with 5+ Units	VA	Renter	<1940	0	0	0.000962053	0.103619	0.583061	0.291882	0.0204759	0	0	15	0	1.79281e-05
400%+	Multi-Family with 5+ Units	VA	Not Available	<1940	0	0	0	0	0	0	0	0	1	29	21549	0
400%+	Multi-Family with 5+ Units	VA	Owner	<1940	0	0	0.00218703	0.150438	0.245997	0.559344	0.0420341	0	0	10	7327.26	7.88885e-06
400%+	Multi-Family with 5+ Units	VA	Renter	<1940	0	0	0	0.017565	0.57941	0.390022	0.013003	0	0	19	14221.7	4.04168e-05
Not Available	Multi-Family with 5+ Units	VA	Not Available	<1940	0	0	0.000308919	0.0322118	0.475119	0.451858	0.0294714	0.0110309	0	45	46291.2	2.32068e-05
Not Available	Multi-Family with 5+ Units	VA	Owner	<1940	0	0	0	0	0	0	0	0	1	13	15026.5	0
Not Available	Multi-Family with 5+ Units	VA	Renter	<1940	0	0	0	0	0	0	0	0	1	32	31264.6	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	1940s	0	0	0	0	0	0	0	0	1	14	410.007	0
0-100%	Multi-Family with 5+ Units	VT	Owner	1940s	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	4.92651e-08
0-100%	Multi-Family with 5+ Units	VT	Renter	1940s	0	0	0.000690367	0.0659353	0.501269	0.326909	0	0.105196	0	12	410.007	2.1384e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	1940s	0	0	0	0	0	0	0	0	1	11	318.728	0
100-150%	Multi-Family with 5+ Units	VT	Owner	1940s	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	2.76079e-08
100-150%	Multi-Family with 5+ Units	VT	Renter	1940s	0	0	0	0.051476	0.587152	0.32622	0.0351514	0	0	10	318.728	1.37193e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	1940s	0	0	0	0	0	0	0	0	1	11	323.986	0
150-200%	Multi-Family with 5+ Units	VT	Owner	1940s	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	252.502	2.32817e-08
150-200%	Multi-Family with 5+ Units	VT	Renter	1940s	0	0	0.00437871	0.27441	0.402246	0.304936	0.0140295	0	0	10	71.4836	7.18462e-07
200-300%	Multi-Family with 5+ Units	VT	Not Available	1940s	0	0	0	0	0	0	0	0	1	35	83.1219	0
200-300%	Multi-Family with 5+ Units	VT	Owner	1940s	0.102778	0.0183817	0.0451546	0.0191417	0.409523	0.361423	0.0435973	0	0	12	83.1219	7.84841e-08
200-300%	Multi-Family with 5+ Units	VT	Renter	1940s	8.66637e-05	1.54996e-05	0.000406691	0.0720015	0.612193	0.299026	0.0157823	0.000488318	0	28	0	8.6258e-07
300-400%	Multi-Family with 5+ Units	VT	Not Available	1940s	0	0	0	0	0	0	0	0	1	29	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	1940s	0.102778	0.0183817	0.0451546	0.0191417	0.409523	0.361423	0.0435973	0	0	12	0	6.75087e-08
300-400%	Multi-Family with 5+ Units	VT	Renter	1940s	0.0381145	0.00681671	0.0186196	0.164516	0.513497	0.258436	0	0	0	25	0	5.51641e-07
400%+	Multi-Family with 5+ Units	VT	Not Available	1940s	0	0	0	0	0	0	0	0	1	20	436.228	0
400%+	Multi-Family with 5+ Units	VT	Owner	1940s	0.0109326	0.00165088	0.0110263	0.256563	0.419823	0.287578	0.0124265	0	0	15	0	2.81293e-07
400%+	Multi-Family with 5+ Units	VT	Renter	1940s	0.03243	0.00580005	0.0151802	0.117243	0.605082	0.224265	0	0	0	17	436.228	3.50681e-07
Not Available	Multi-Family with 5+ Units	VT	Not Available	1940s	0.0310705	0.00481296	0.0141114	0.14739	0.510968	0.255149	0.00548861	0.0310095	0	51	1572.07	2.27583e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	1940s	0	0	0	0	0	0	0	0	1	30	335.624	0
Not Available	Multi-Family with 5+ Units	VT	Renter	1940s	0	0	0	0	0	0	0	0	1	44	1236.45	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0	0	0	0	0	1	28	0	0
0-100%	Multi-Family with 5+ Units	VT	Owner	1950s	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	6.52522e-08
0-100%	Multi-Family with 5+ Units	VT	Renter	1950s	0.0085754	0.00153369	0.00397788	0.0274288	0.559304	0.357137	0.0099886	0.0320556	0	25	0	2.60881e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0	0	0	0	0	1	26	0	0
100-150%	Multi-Family with 5+ Units	VT	Owner	1950s	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	6.51043e-08
100-150%	Multi-Family with 5+ Units	VT	Renter	1950s	0	0	0	0.035863	0.549954	0.404213	0.00996994	0	0	22	0	1.73167e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0	0	0	0	0	1	33	0	0
150-200%	Multi-Family with 5+ Units	VT	Owner	1950s	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	6.68913e-08
150-200%	Multi-Family with 5+ Units	VT	Renter	1950s	0.0204847	0.00366366	0.00989249	0.0631014	0.444724	0.35436	0.0453959	0.0583777	0	29	0	1.11922e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0	0	0	0	0	1	41	1621.74	0
200-300%	Multi-Family with 5+ Units	VT	Owner	1950s	0.102778	0.0183817	0.0451546	0.0191417	0.409523	0.361423	0.0435973	0	0	12	0	1.42133e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	1950s	6.73915e-05	1.20528e-05	0.000316252	0.0559898	0.601971	0.328991	0.0122727	0.000379727	0	33	1621.74	1.10515e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0	0	0	0	0	1	31	1181.2	0
300-400%	Multi-Family with 5+ Units	VT	Owner	1950s	0.102778	0.0183817	0.0451546	0.0191417	0.409523	0.361423	0.0435973	0	0	12	0	1.25575e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	1950s	0.0295605	0.00528684	0.0144408	0.127594	0.522189	0.300929	0	0	0	27	1181.2	6.51856e-07
400%+	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0	0	0	0	0	1	62	1015.22	0
400%+	Multi-Family with 5+ Units	VT	Owner	1950s	0.00746325	0.00112699	0.00752721	0.215805	0.509898	0.249696	0.00848304	0	0	17	0	4.8572e-07
400%+	Multi-Family with 5+ Units	VT	Renter	1950s	0.0187229	0.00334855	0.00847611	0.049124	0.574655	0.345674	0	0	0	45	1015.22	6.6245e-07
Not Available	Multi-Family with 5+ Units	VT	Not Available	1950s	0	0	0	0.0219106	0.635962	0.342127	0	0	0	11	3818.16	1.60096e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	1950s	0	0	0	0	0	0	0	0	1	33	0	0
Not Available	Multi-Family with 5+ Units	VT	Renter	1950s	0	0	0	0	0	0	0	0	1	16	3818.16	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	0	0
0-100%	Multi-Family with 5+ Units	VT	Owner	1960s	0.0591835	0.0105849	0.0260016	0.0387851	0.382594	0.481952	0.000899723	0	0	13	0	8.55142e-08
0-100%	Multi-Family with 5+ Units	VT	Renter	1960s	0.0236286	0.00422592	0.0117327	0.129343	0.465942	0.257023	0.0189131	0.0891921	0	12	0	3.03314e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	1960s	0	0	0	0	0	0	0	0	1	19	0	0
100-150%	Multi-Family with 5+ Units	VT	Owner	1960s	0.0591835	0.0105849	0.0260016	0.0387851	0.382594	0.481952	0.000899723	0	0	13	0	2.7431e-08
100-150%	Multi-Family with 5+ Units	VT	Renter	1960s	0	0	0.00176887	0.148137	0.511051	0.338964	7.93141e-05	0	0	16	0	1.91088e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	1960s	0	0	0	0	0	0	0	0	1	18	0	0
150-200%	Multi-Family with 5+ Units	VT	Owner	1960s	0.0591835	0.0105849	0.0260016	0.0387851	0.382594	0.481952	0.000899723	0	0	13	0	8.31554e-08
150-200%	Multi-Family with 5+ Units	VT	Renter	1960s	0	0	0	0.0185647	0.631746	0.349689	0	0	0	15	0	1.1061e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	1960s	0	0	0	0	0	0	0	0	1	12	0	0
200-300%	Multi-Family with 5+ Units	VT	Owner	1960s	0.0378065	0.00676162	0.0193841	0.183537	0.291884	0.393023	0.0676041	0	0	13	0	1.70677e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	1960s	0.0410168	0.00733578	0.0180203	0.0153666	0.365678	0.199195	0	0.353388	0	12	0	1.30478e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	1960s	0	0	0	0	0	0	0	0	1	10	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	1960s	0.0378065	0.00676162	0.0193841	0.183537	0.291884	0.393023	0.0676041	0	0	13	0	2.31958e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	1960s	0.0755438	0.0135109	0.0332634	0.0159511	0.495713	0.366017	0	0	0	10	0	1.04736e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	1960s	0	0	0	0	0	0	0	0	1	11	0	0
400%+	Multi-Family with 5+ Units	VT	Owner	1960s	0.0713308	0.0127574	0.0329863	0.136316	0.290758	0.438888	0.016964	0	0	25	0	4.70295e-07
400%+	Multi-Family with 5+ Units	VT	Renter	1960s	0.00807195	0.00144365	0.00415973	0.0647049	0.542775	0.339692	0.0391532	0	0	24	0	1.56251e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	1960s	0.0450609	0.00805905	0.0221986	0.164967	0.401749	0.242063	0	0.115903	0	20	0	2.49532e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	1960s	0	0	0	0	0	0	0	0	1	13	0	0
Not Available	Multi-Family with 5+ Units	VT	Renter	1960s	0	0	0	0	0	0	0	0	1	17	0	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	1970s	0	0	0	0	0	0	0	0	1	20	2375.52	0
0-100%	Multi-Family with 5+ Units	VT	Owner	1970s	0.0591835	0.0105849	0.0260016	0.0387851	0.382594	0.481952	0.000899723	0	0	13	0	2.57939e-07
0-100%	Multi-Family with 5+ Units	VT	Renter	1970s	0	0	0.000684609	0.0502433	0.472464	0.462846	0.0137616	0	0	18	2375.52	9.32601e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	1970s	0	0	0	0	0	0	0	0	1	10	1288.35	0
100-150%	Multi-Family with 5+ Units	VT	Owner	1970s	0.0591835	0.0105849	0.0260016	0.0387851	0.382594	0.481952	0.000899723	0	0	13	0	9.73452e-08
100-150%	Multi-Family with 5+ Units	VT	Renter	1970s	0	0	0.00231288	0.19366	0.500293	0.303734	0	0	0	11	1288.35	6.48414e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	1970s	0	0	0	0	0	0	0	0	1	11	0	0
150-200%	Multi-Family with 5+ Units	VT	Owner	1970s	0.0591835	0.0105849	0.0260016	0.0387851	0.382594	0.481952	0.000899723	0	0	13	0	2.77283e-07
150-200%	Multi-Family with 5+ Units	VT	Renter	1970s	0	0	0	0.0313708	0.625014	0.343615	0	0	0	10	0	3.47502e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	1970s	0	0	0	0	0	0	0	0	1	11	1366.19	0
200-300%	Multi-Family with 5+ Units	VT	Owner	1970s	0.0378065	0.00676162	0.0193841	0.183537	0.291884	0.393023	0.0676041	0	0	13	0	5.62062e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	1970s	0.0895237	0.0150152	0.0379497	0.0484323	0.453289	0.214492	0	0.141298	0	14	1366.19	4.45563e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	1970s	0	0	0	0	0	0	0	0	1	17	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	1970s	0.0378065	0.00676162	0.0193841	0.183537	0.291884	0.393023	0.0676041	0	0	13	0	7.29863e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	1970s	0.0537392	0.00961116	0.0236624	0.0181846	0.542455	0.352347	0	0	0	15	0	3.37267e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	1970s	0	0	0	0	0	0	0	0	1	12	2579.49	0
400%+	Multi-Family with 5+ Units	VT	Owner	1970s	0.0713308	0.0127574	0.0329863	0.136316	0.290758	0.438888	0.016964	0	0	25	0	1.51126e-06
400%+	Multi-Family with 5+ Units	VT	Renter	1970s	0.0180512	0.00322843	0.00793062	0.0598526	0.594747	0.277027	0.0391635	0	0	11	2579.49	5.05138e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	1970s	0.0504343	0.00871794	0.0229278	0.11239	0.46866	0.329195	0.00767358	0	0	40	7609.56	9.61855e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	1970s	0	0	0	0	0	0	0	0	1	13	0	0
Not Available	Multi-Family with 5+ Units	VT	Renter	1970s	0	0	0	0	0	0	0	0	1	35	7609.56	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	1980s	0	0	0	0	0	0	0	0	1	13	4316.59	0
0-100%	Multi-Family with 5+ Units	VT	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.76158e-07
0-100%	Multi-Family with 5+ Units	VT	Renter	1980s	0	0	0.00194523	0.126903	0.510464	0.360688	0	0	0	13	4316.59	1.1422e-05
100-150%	Multi-Family with 5+ Units	VT	Not Available	1980s	0	0	0	0	0	0	0	0	1	12	9.3676	0
100-150%	Multi-Family with 5+ Units	VT	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.87299e-07
100-150%	Multi-Family with 5+ Units	VT	Renter	1980s	0	0	0	0.00737343	0.576913	0.400059	0.0156543	0	0	11	9.3676	8.21923e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	1980s	0	0	0	0	0	0	0	0	1	21	0	0
150-200%	Multi-Family with 5+ Units	VT	Owner	1980s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.3441e-07
150-200%	Multi-Family with 5+ Units	VT	Renter	1980s	0	0	0.000779915	0.0809314	0.612963	0.297868	0.00745692	0	0	18	0	3.29612e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	1980s	0	0	0	0	0	0	0	0	1	13	0	0
200-300%	Multi-Family with 5+ Units	VT	Owner	1980s	0	0	0	0.0639908	0.394594	0.413985	0.127431	0	0	13	0	4.0621e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	1980s	0	0	0.00349205	0.217524	0.396898	0.382086	0	0	0	11	0	4.74177e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	1980s	0	0	0	0	0	0	0	0	1	22	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	1980s	0	0	0	0.0639908	0.394594	0.413985	0.127431	0	0	13	0	4.77399e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	1980s	0.00477569	0.000854123	0.00577189	0.240076	0.409325	0.339198	0	0	0	17	0	3.66669e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	1980s	0	0	0	0	0	0	0	0	1	12	0	0
400%+	Multi-Family with 5+ Units	VT	Owner	1980s	0.0734482	0.0100229	0.0290387	0.197767	0.404201	0.27949	0.00603189	0	0	15	0	2.3438e-06
400%+	Multi-Family with 5+ Units	VT	Renter	1980s	0.0584067	0.0104459	0.0256604	0.0430033	0.518065	0.296224	0.0481945	0	0	10	0	5.85309e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	1980s	0.0284749	0.00509268	0.0138402	0.102767	0.477789	0.357445	0.0145915	0	0	34	4325.96	1.19483e-05
Not Available	Multi-Family with 5+ Units	VT	Owner	1980s	0	0	0	0	0	0	0	0	1	26	0	0
Not Available	Multi-Family with 5+ Units	VT	Renter	1980s	0	0	0	0	0	0	0	0	1	30	4325.96	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0	0	0	0	0	0	1	27	0	0
0-100%	Multi-Family with 5+ Units	VT	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	5.84536e-08
0-100%	Multi-Family with 5+ Units	VT	Renter	1990s	0	0	0.00125576	0.102323	0.494219	0.393924	0.00827766	0	0	27	0	5.69113e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0	0	0	0	0	0	1	12	1106.24	0
100-150%	Multi-Family with 5+ Units	VT	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	1.2229e-07
100-150%	Multi-Family with 5+ Units	VT	Renter	1990s	0	0	0	0.00737343	0.576913	0.400059	0.0156543	0	0	11	1106.24	3.74189e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0	0	0	0	0	0	1	21	248.105	0
150-200%	Multi-Family with 5+ Units	VT	Owner	1990s	0.0297366	0.00384007	0.0110139	0.0456141	0.405519	0.484767	0.0195094	0	0	24	0	7.30629e-08
150-200%	Multi-Family with 5+ Units	VT	Renter	1990s	0	0	0.000779915	0.0809314	0.612963	0.297868	0.00745692	0	0	18	248.105	1.59386e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0	0	0	0	0	0	1	13	0	0
200-300%	Multi-Family with 5+ Units	VT	Owner	1990s	0	0	0	0.0639908	0.394594	0.413985	0.127431	0	0	13	0	2.23462e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	1990s	0	0	0.00349205	0.217524	0.396898	0.382086	0	0	0	11	0	2.70393e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0	0	0	0	0	0	1	22	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	1990s	0	0	0	0.0639908	0.394594	0.413985	0.127431	0	0	13	0	2.81168e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	1990s	0.00477569	0.000854123	0.00577189	0.240076	0.409325	0.339198	0	0	0	17	0	2.17438e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0	0	0	0	0	0	1	20	1313.34	0
400%+	Multi-Family with 5+ Units	VT	Owner	1990s	0.0734482	0.0100229	0.0290387	0.197767	0.404201	0.27949	0.00603189	0	0	15	0	1.52504e-06
400%+	Multi-Family with 5+ Units	VT	Renter	1990s	0.0410958	0.00734991	0.0190632	0.0930601	0.473896	0.331625	0.0339104	0	0	16	1313.34	3.39936e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	1990s	0	0	0.00147184	0.133842	0.467906	0.372022	0.0247593	0	0	19	2667.69	4.27655e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	1990s	0	0	0	0	0	0	0	0	1	26	0	0
Not Available	Multi-Family with 5+ Units	VT	Renter	1990s	0	0	0	0	0	0	0	0	1	17	2667.69	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0	0	0	0	0	0	1	10	1648.02	0
0-100%	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	1.77356e-07
0-100%	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0.0017105	0.128668	0.431835	0.317899	0.0212247	0.0986635	0	22	1648.02	7.25136e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0	0	0	0	0	0	1	13	0	0
100-150%	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	4.96364e-08
100-150%	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0	0.0445429	0.580564	0.323148	0.0517452	0	0	13	0	1.62346e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0	0	0	0	0	0	1	13	0	0
150-200%	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	1.69135e-07
150-200%	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0	0.0445429	0.580564	0.323148	0.0517452	0	0	13	0	1.57098e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0	0	0	0	0	0	1	12	1432.87	0
200-300%	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	1432.87	2.34729e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0	0	0.361263	0.400504	0.073122	0.165111	0	11	0	3.57678e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0	0	0	0	0	0	1	18	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	4.62403e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0	0	0.405805	0.453447	0.0432005	0.0975477	0	17	0	3.25643e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0	0	0	0	0	0	1	24	0	0
400%+	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0.00215448	0.104653	0.344926	0.458091	0.0901758	0	0	54	0	1.81916e-06
400%+	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0.00117847	0.0734084	0.425835	0.475861	0.0237167	0	0	22	0	6.04086e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	2000s	0	0	0.00265699	0.197419	0.38832	0.304259	0.0204029	0.0869414	0	17	3080.88	4.446e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	2000s	0	0	0	0	0	0	0	0	1	14	1432.87	0
Not Available	Multi-Family with 5+ Units	VT	Renter	2000s	0	0	0	0	0	0	0	0	1	15	1648.02	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0	0	0	0	1	10	0	0
0-100%	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	1.07801e-07
0-100%	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0.0017105	0.128668	0.431835	0.317899	0.0212247	0.0986635	0	22	0	2.76587e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0	0	0	0	1	13	0	0
100-150%	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	7.24028e-08
100-150%	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0	0.0445429	0.580564	0.323148	0.0517452	0	0	13	0	1.05828e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0	0	0	0	1	13	0	0
150-200%	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0.000630127	0.166186	0.601673	0.223722	0.00778857	0	0	22	0	5.96541e-08
150-200%	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0	0.0445429	0.580564	0.323148	0.0517452	0	0	13	0	1.00359e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0	0	0	0	1	12	983.91	0
200-300%	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	2.16691e-07
200-300%	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0	0	0.361263	0.400504	0.073122	0.165111	0	11	983.91	2.23193e-06
300-400%	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0	0	0	0	1	18	0	0
300-400%	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0.00142929	0.130171	0.439536	0.361811	0.0168073	0.0502459	0	26	0	1.86869e-07
300-400%	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0	0	0.405805	0.453447	0.0432005	0.0975477	0	17	0	1.60545e-06
400%+	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0	0	0	0	1	15	3231.74	0
400%+	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0.00215448	0.104653	0.344926	0.458091	0.0901758	0	0	54	0	1.11267e-06
400%+	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0	0	0.456718	0.536929	0.00635317	0	0	13	3231.74	4.46907e-06
Not Available	Multi-Family with 5+ Units	VT	Not Available	2010s	0	0	0	0	0.407181	0.517483	0.0177325	0.0576036	0	25	4215.65	1.91307e-06
Not Available	Multi-Family with 5+ Units	VT	Owner	2010s	0	0	0	0	0	0	0	0	1	14	0	0
Not Available	Multi-Family with 5+ Units	VT	Renter	2010s	0	0	0	0	0	0	0	0	1	23	4215.65	0
0-100%	Multi-Family with 5+ Units	VT	Not Available	<1940	0	0	0	0	0	0	0	0	1	14	1059.55	0
0-100%	Multi-Family with 5+ Units	VT	Owner	<1940	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	3.27557e-07
0-100%	Multi-Family with 5+ Units	VT	Renter	<1940	0	0	0.000690367	0.0659353	0.501269	0.326909	0	0.105196	0	12	1059.55	9.69316e-06
100-150%	Multi-Family with 5+ Units	VT	Not Available	<1940	0	0	0	0	0	0	0	0	1	11	823.667	0
100-150%	Multi-Family with 5+ Units	VT	Owner	<1940	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	0	1.91452e-07
100-150%	Multi-Family with 5+ Units	VT	Renter	<1940	0	0	0	0.051476	0.587152	0.32622	0.0351514	0	0	10	823.667	9.03078e-06
150-200%	Multi-Family with 5+ Units	VT	Not Available	<1940	0	0	0	0	0	0	0	0	1	11	837.254	0
150-200%	Multi-Family with 5+ Units	VT	Owner	<1940	0.120066	0.01737	0.0470575	0.0238636	0.325828	0.465814	0	0	0	11	652.524	1.59014e-07
150-200%	Multi-Family with 5+ Units	VT	Renter	<1940	0	0	0.00437871	0.27441	0.402246	0.304936	0.0140295	0	0	10	184.73	7.16855e-06
200-300%	Multi-Family with 5+ Units	VT	Not Available	<1940	0	0	0	0	0	0	0	0	1	35	214.806	0
200-300%	Multi-Family with 5+ Units	VT	Owner	<1940	0.102778	0.0183817	0.0451546	0.0191417	0.409523	0.361423	0.0435973	0	0	12	214.806	6.36681e-07
